Genotype,Envir,Row,Column,silking,R,C,silking_spats_residuals,silking_spats_geno_pred_values,silking_spats_adj_pheno
LH93,Gai13R_block_7,55,17,90.7357803826,55,17,2.03392534022457,85.7216617247251,87.7555870649496
Lo1016,Gai13R_block_7,51,26,89.1385341643,51,26,0.625789608778348,84.3135259932787,84.9393156020571
Lo1026,Gai13R_block_7,51,17,84.2066964446,51,17,0.281902199015846,83.9696385835162,84.2515407825321
Lo1199,Gai13R_block_7,52,26,82.6769095268,52,26,-0.905765027482047,82.7819713570183,81.8762063295362
ML606,Gai13R_block_7,51,8,78.3268313656,51,8,-0.551013364281133,83.1367230202191,82.5857096559379
Mo17,Gai13R_block_7,54,17,89.1385341643,54,17,1.413618153408,85.1013545379086,86.5149726913166
Oh02,Gai13R_block_7,54,26,85.7952931765,54,26,-0.141742114110457,83.5459942703898,83.4042521562793
UH_P024,Gai13R_block_7,57,8,78.3268313656,57,8,-0.742026200491381,82.9457101840088,82.2036839835174
UH_P115,Gai13R_block_7,52,17,81.197629786,52,17,-0.567017196206834,83.1207191882935,82.5537019920866
UH_S025,Gai13R_block_7,54,8,84.2066964446,54,8,-1.13366434511291,82.5540720393873,81.4204076942744
A3,Gai13R_block_12,59,4,82.6769095268,59,4,-0.640839126674791,84.4428236087307,83.8019844820559
EP51,Gai13R_block_12,58,13,79.742995425,58,13,-2.30150324508928,82.7821594903163,80.4806562452271
F618,Gai13R_block_12,62,4,82.6769095268,62,4,-2.39000611457182,82.6936566208338,80.3036505062619
F912,Gai13R_block_12,60,22,79.742995425,60,22,-0.544724228606995,84.5389385067987,83.9942142781917
F924,Gai13R_block_12,60,13,82.6769095268,60,13,-1.61442722079222,83.4692355146133,81.8548082938211
HMV5343,Gai13R_block_12,59,22,79.742995425,59,22,-0.35837203684045,84.7252906985651,84.3669186617247
I233,Gai13R_block_12,61,4,94.6935498069,61,4,4.19254761509785,89.2762103505033,93.4687579656012
I242,Gai13R_block_12,64,13,89.1385341643,64,13,0.020563995031722,85.1042267304373,85.124790725469
I261,Gai13R_block_12,63,13,89.1385341643,63,13,0.398161739262662,85.4818244746682,85.8799862139308
LAN496,Gai13R_block_12,62,13,90.7357803826,62,13,1.57654089277028,86.6602036281758,88.2367445209461
LH39,Gai13R_block_12,64,22,78.3268313656,64,22,-2.12427406951436,82.9593886658912,80.8351145963769
Lo1261,Gai13R_block_12,63,4,90.7357803826,63,4,1.0785841828191,86.1622469182247,87.2408311010438
Lo1270,Gai13R_block_12,62,22,90.7357803826,62,22,4.4753757232304,89.5590384586359,94.0344141818663
Lo1288,Gai13R_block_12,64,4,87.5082865147,64,4,-1.09385014292344,83.9898125924822,82.8959624495587
Mo15W,Gai13R_block_12,61,13,90.7357803826,61,13,1.9696865274943,87.0533492628998,89.0230357903941
MS71,Gai13R_block_12,58,22,79.742995425,58,22,-0.127015302315684,84.95664743309,84.8296321307743
Oh02,Gai13R_block_12,59,13,90.7357803826,59,13,2.78244667192985,87.8661094073354,90.6485560792652
Pa36,Gai13R_block_12,60,4,76.907533587,60,4,-4.07405167104804,81.0096110643576,76.9355593933096
UH_6102,Gai13R_block_12,63,22,79.742995425,63,22,-1.21968385410793,83.8639788812977,82.6442950271897
UH_S018,Gai13R_block_12,58,4,85.7952931765,58,4,1.51188057699706,86.5955433124026,88.1074238893997
W182E,Gai13R_block_12,61,22,78.3268313656,61,22,-1.517040912149,83.5666218232566,82.0495809111076
A3,Gai13R_block_19,66,20,82.6769095268,66,20,-0.158911884852571,83.8570610759424,83.6981491910898
B108,Gai13R_block_19,67,11,82.6769095268,67,11,0.334545326101747,84.3505182868968,84.6850636129985
B37,Gai13R_block_19,71,20,84.2066964446,71,20,0.148015441176099,84.163988401971,84.3120038431471
B73,Gai13R_block_19,66,11,84.2066964446,66,11,0.692401417535663,84.7083743783307,85.4007757958663
B98,Gai13R_block_19,69,11,89.1385341643,69,11,1.032633518702,85.0486064794969,86.0812399981989
DKMBST,Gai13R_block_19,69,20,85.7952931765,69,20,0.761938542064712,84.7779115028596,85.5398500449243
F924,Gai13R_block_19,66,2,82.6769095268,66,2,-1.03865766848821,82.977315292307,81.9386576238188
FR697,Gai13R_block_19,70,20,84.2066964446,70,20,-0.927731853077844,83.088241107717,82.1605092546391
Lo1180,Gai13R_block_19,69,2,82.6769095268,69,2,-0.783219807577552,83.2327531532175,82.4495333456399
Lo1203,Gai13R_block_19,65,2,89.1385341643,65,2,0.116518889654117,84.1324918504491,84.2490107401032
Lo1261,Gai13R_block_19,70,11,89.1385341643,70,11,0.845858404253974,84.861831365049,85.7076897693029
Lo1273,Gai13R_block_19,68,11,82.6769095268,68,11,-0.34031397430914,83.6756589864858,83.3353450121767
N25,Gai13R_block_19,65,20,90.7357803826,65,20,0.706690508183428,84.7226634689784,85.4293539771619
NK807,Gai13R_block_19,68,2,79.742995425,68,2,-1.1573537516508,82.8586192091441,81.7012654574933
Pa405,Gai13R_block_19,65,11,84.2066964446,65,11,-0.485324388246454,83.5306485725485,83.045324184302
PHG39,Gai13R_block_19,70,2,85.7952931765,70,2,1.00473939930311,85.0207123600981,86.0254517594012
PHK29,Gai13R_block_19,67,2,85.7952931765,67,2,1.65968092116269,85.6756538819577,87.3353348031204
PHT77,Gai13R_block_19,71,11,82.6769095268,71,11,-0.0735692355776791,83.9424037252172,83.8688344896395
UH_P074,Gai13R_block_19,67,20,76.907533587,67,20,-1.33159278338674,82.6843801774082,81.3527873940215
W182E,Gai13R_block_19,71,2,76.907533587,71,2,-0.804823516633903,83.211149444161,82.4063259275271
W9,Gai13R_block_19,68,20,79.742995425,68,20,-0.201523504337132,83.8144494564577,83.6129259521206
A3,Ner13R_block_14,11,26,83.1617567537,11,26,-0.543514283404562,78.9630794493695,78.419565165965
A375,Ner13R_block_14,3,27,77.2214168404,3,27,-0.736178518957942,78.7704152138161,78.0342366948582
A554,Ner13R_block_14,11,24,72.685148523,11,24,-1.31150655773246,78.1950871750415,76.883580617309
B106,Ner13R_block_14,3,26,83.1617567537,3,26,-0.0407138779280132,79.4658798548461,79.4251659769181
DE811,Ner13R_block_14,3,25,86.2172922004,3,25,0.28622052439124,79.7928142571656,80.0790347815568
DK4676A,Ner13R_block_14,3,22,72.685148523,3,22,-0.483826215593069,79.022767517181,78.5389413015879
EC140,Ner13R_block_14,11,23,78.5569075375,11,23,0.296746765549031,79.8033404983232,80.1000872638722
EZ37,Ner13R_block_14,11,22,79.8672955003,11,22,0.137400242135726,79.64399397491,79.7813942170458
F353,Ner13R_block_14,7,22,72.685148523,7,22,-0.316746990513465,79.1898467422607,78.8730997517473
F7058,Ner13R_block_14,3,28,75.7266897951,3,28,-0.0886057493247279,79.4179879834494,79.3293822341246
F748,Ner13R_block_14,11,27,83.1617567537,11,27,0.32125292681512,79.8278466595895,80.1490995864046
F98902,Ner13R_block_14,11,28,78.5569075375,11,28,-0.500107432328079,79.0064863004461,78.506378868118
Lo1026,Ner13R_block_14,3,24,78.5569075375,3,24,-0.00642193191839624,79.5001718008559,79.4937498689374
Lo1172,Ner13R_block_14,3,23,78.5569075375,3,23,0.387265420705106,79.8938591534793,80.2811245741844
Lo1274,Ner13R_block_14,7,24,86.2172922004,7,24,0.71879172044423,80.2253854532186,80.9441771736628
Lo1284,Ner13R_block_14,7,23,83.1617567537,7,23,0.127320563416134,79.6339142961904,79.7612348596066
NC290,Ner13R_block_14,11,25,86.2172922004,11,25,0.91746799033902,80.4240617231136,81.3415297134526
PHW65,Ner13R_block_14,7,28,84.7328259286,7,28,0.674495456592339,80.1810891893668,80.8555846459591
UH_P060,Ner13R_block_14,7,27,78.5569075375,7,27,0.0300824117068288,79.5366761444811,79.5667585561879
W182E,Ner13R_block_14,7,26,75.7266897951,7,26,0.130577535606434,79.6371712683806,79.7677488039871
A3,Ner13R_block_6,7,12,81.4921541324,7,12,-0.799505380507128,82.2853049013099,81.4857995208028
EC151,Ner13R_block_6,7,14,79.8672955003,7,14,-2.08899018604885,80.9958200957683,78.9068299097194
EC334,Ner13R_block_6,11,8,84.7328259286,11,8,-0.0665700090674193,83.0182402727498,82.9516702636824
EP72,Ner13R_block_6,7,8,86.2172922004,7,8,1.82537485838051,84.9101851401976,86.7355599985782
EZ38,Ner13R_block_6,3,9,83.1617567537,3,9,-1.09811368067206,81.9866966011451,80.888582920473
EZ42,Ner13R_block_6,3,11,79.8672955003,3,11,0.578078120732727,83.6628884025499,84.2409665232826
F7019,Ner13R_block_6,3,8,75.7266897951,3,8,-1.61574828310977,81.4690619987073,79.8533137155976
F7082,Ner13R_block_6,11,13,77.2214168404,11,13,-2.49602724868393,80.5887830331332,78.0927557844492
F918,Ner13R_block_6,11,12,90.1767616284,11,12,1.19726928426232,84.2820795660793,85.4793488503417
LH82,Ner13R_block_6,11,9,72.685148523,11,9,-3.52466496699454,79.5601453148226,76.0354803478281
Lo1016,Ner13R_block_6,3,13,83.1617567537,3,13,-0.886136395186099,82.198673886631,81.3125374914449
Lo1087,Ner13R_block_6,7,10,88.8632833391,7,10,3.10110900680547,86.1859192886225,89.287028295428
Lo1251,Ner13R_block_6,3,14,88.8632833391,3,14,-0.0894713173832571,82.9953389644339,82.9058676470507
Lo1274,Ner13R_block_6,11,11,95.6757105964,11,11,3.49808836573851,86.5828986475556,90.0809870132941
Lo1301,Ner13R_block_6,7,11,78.5569075375,7,11,-2.07596968242348,81.0088405993937,78.9328709169702
PB116,Ner13R_block_6,11,14,78.5569075375,11,14,0.39417790997382,83.4789881917909,83.8731661017648
PB98TR,Ner13R_block_6,3,10,86.2172922004,3,10,1.23983094049646,84.3246412223136,85.56447216281
UH_P060,Ner13R_block_6,3,12,81.4921541324,3,12,0.873833950350928,83.9586442321681,84.832478182519
UH_P087,Ner13R_block_6,7,9,81.4921541324,7,9,-0.575815784478579,82.5089944973385,81.9331787128599
W604S,Ner13R_block_6,7,13,88.8632833391,7,13,2.60925049781422,85.6940607796314,88.3033112774456
A3,Ner13R_block_26,3,47,83.1617567537,3,47,1.60059220651144,83.9961290666757,85.5967212731872
B97,Ner13R_block_26,7,45,78.5569075375,7,45,-2.03990885228014,80.3556280078842,78.3157191556041
DKMBST,Ner13R_block_26,11,43,83.1617567537,11,43,0.424375971737931,82.8199128319021,83.2442888036401
EP52,Ner13R_block_26,3,46,83.1617567537,3,46,1.26879741207279,83.664334272237,84.9331316843098
EP72,Ner13R_block_26,11,48,86.2172922004,11,48,0.540069841023211,82.9356067011875,83.4756765422107
F7001,Ner13R_block_26,7,46,79.8672955003,7,46,-1.40921290473037,80.9863239554339,79.5771110507035
F7057,Ner13R_block_26,7,43,78.5569075375,7,43,-1.86915602855463,80.5263808316096,78.657224803055
LH123Ht,Ner13R_block_26,7,47,88.8632833391,7,47,3.12153306763751,85.5170699278018,88.6386029954393
LH93,Ner13R_block_26,3,43,87.6600806301,3,43,2.26420387197892,84.6597407321432,86.9239446041221
Lo1095,Ner13R_block_26,7,44,87.6600806301,7,44,2.5666515821852,84.9621884423495,87.5288400245347
Lo1273,Ner13R_block_26,3,45,78.5569075375,3,45,-1.41013948952906,80.9853973706352,79.5752578811062
Lo1284,Ner13R_block_26,11,45,90.1767616284,11,45,3.49778056174874,85.893317421913,89.3910979836617
N16,Ner13R_block_26,11,49,88.8632833391,11,49,1.43499083923376,83.8305276993981,85.2655185386318
N6,Ner13R_block_26,7,48,83.1617567537,7,48,0.401581531121607,82.7971183912858,83.1986999224075
PHG50,Ner13R_block_26,3,44,77.2214168404,3,44,-2.49357461723045,79.9019622429338,77.4083876257033
PHH93,Ner13R_block_26,7,49,77.2214168404,7,49,-2.38681420660954,80.0087226535547,77.6219084469452
PHK29,Ner13R_block_26,11,44,83.1617567537,11,44,0.222681547054862,82.6182184072192,82.840899954274
UH_P104,Ner13R_block_26,11,46,72.685148523,11,46,-5.50423158469587,76.8913052754685,71.3870736907726
W153R,Ner13R_block_26,3,48,78.5569075375,3,48,-0.422216478188801,81.9733203819755,81.5511039037867
W23,Ner13R_block_26,11,47,84.7328259286,11,47,0.191995729511788,82.5875325896761,82.7795283191879
A3,Mur13W_block_9,21,3,67.7330179755,21,3,0.946224914147848,65.0833802918442,66.0296052059921
A554,Mur13W_block_9,9,5,60.5685845381,9,5,-0.8653941164687,63.2717612612274,62.4063671447587
B106,Mur13W_block_9,9,2,69.2778139489,9,2,0.726601503809221,64.8637568815056,65.5903583853148
CR1Ht,Mur13W_block_9,9,7,60.5685845381,9,7,-0.526394416085438,63.6107609616107,63.0843665455253
F7057,Mur13W_block_9,10,1,66.243252045,10,1,-0.580570173691797,63.5565852040044,62.9760150303126
F918,Mur13W_block_9,21,4,69.2778139489,21,4,1.25318032061473,65.3903356983112,66.6435160189259
F924,Mur13W_block_9,21,6,63.401277574,21,6,-0.794886780304104,63.342268597392,62.5473818170879
FR19,Mur13W_block_9,9,6,66.243252045,9,6,1.10328107557939,65.2404364532758,66.3437175288552
I238,Mur13W_block_9,9,4,69.2778139489,9,4,0.125645360227196,64.2628007379235,64.3884460981507
LH74,Mur13W_block_9,21,7,64.8642032369,21,7,0.341876522546698,64.479031900243,64.8209084227897
UH_P060,Mur13W_block_9,21,2,59.2242133829,21,2,-1.56794823803153,62.5692071396645,61.001258901633
UH_P064,Mur13W_block_9,22,1,66.243252045,22,1,0.378600974123827,64.5157563518202,64.894357325944
UH_P087,Mur13W_block_9,21,5,60.5685845381,21,5,-0.540216946466472,63.5969384312297,63.0567214847632
A3,Kar13W_block_9,19,2,75.0251852667,19,2,0.255449372005842,72.3216803790805,72.5771297510864
B107,Kar13W_block_9,10,6,67.2869986061,10,6,-0.105322197122945,71.9609088099519,71.855586612829
EZ18,Kar13W_block_9,10,5,71.9479437137,10,5,0.157085392972093,72.2233164000469,72.380401793019
F1890,Kar13W_block_9,9,4,65.7692587506,9,4,-0.65247550380262,71.4137555032722,70.7612799994696
F353,Kar13W_block_9,19,6,64.2677005306,19,6,-0.567908969897459,71.4983220371775,70.93041306728
F608,Kar13W_block_9,9,2,67.2869986061,9,2,0.867482033744125,72.9337130408188,73.8011950745629
LH93,Kar13W_block_9,19,7,71.9479437137,19,7,0.703760422189262,72.7699914292639,73.4737518514531
Lo1187,Kar13W_block_9,9,1,67.2869986061,9,1,-0.214128717026739,71.8521022900481,71.6379735730213
Lo1290,Kar13W_block_9,19,1,75.0251852667,19,1,-0.246283168838957,71.8199478382359,71.5736646693969
Pa36,Kar13W_block_9,10,7,61.1590379566,10,7,0.303698980104954,72.3699299871797,72.6736289672846
PHK29,Kar13W_block_9,19,3,75.0251852667,19,3,1.52396810716583,73.5901991142403,75.1141672214061
UH_P064,Kar13W_block_9,9,3,64.2677005306,9,3,-0.320793771267248,71.7454372358076,71.4246434645403
UH_P148,Kar13W_block_9,19,5,64.2677005306,19,5,0.234800223987961,72.3010312310627,72.5358314550507
W153R,Kar13W_block_9,19,4,62.7347000143,19,4,-1.93933220420131,70.1268988028738,68.1875665986725
A3,Deb13R_block_12,12,2,74.4667327846,12,2,0.160164735295737,75.1541601992232,75.314324934519
A347,Deb13R_block_12,12,5,74.4667327846,12,5,0.830381640219343,75.8243771041469,76.6547587443663
B100,Deb13R_block_12,36,1,72.8469300201,36,1,-0.0412975799105055,74.9526978840172,74.9114003041067
DKFAPW,Deb13R_block_12,36,2,72.8469300201,36,2,-1.66830555437888,73.3256899095486,71.6573843551698
EP10,Deb13R_block_12,24,1,74.4667327846,24,1,-0.11352664439562,74.880468819532,74.7669421751364
EP2008-18,Deb13R_block_12,24,4,74.4667327846,24,4,-0.993889020868153,74.0001064430594,73.0062174221913
F04701,Deb13R_block_12,36,5,77.8867322419,36,5,-0.0677357400279277,74.9262597238997,74.8585239838717
F1808,Deb13R_block_12,24,7,74.4667327846,24,7,0.191368313757607,75.1853637776851,75.3767320914428
F1890,Deb13R_block_12,36,7,72.8469300201,36,7,0.0822137275117569,75.0762091914393,75.1584229189511
F7028,Deb13R_block_12,12,1,74.4667327846,12,1,-0.443565643121985,74.5504298208055,74.1068641776835
F7057,Deb13R_block_12,12,4,71.3157238594,12,4,-0.364215045988345,74.6297804179392,74.2655653719509
F7058,Deb13R_block_12,12,6,71.3157238594,12,6,-1.15272854854521,73.8412669153823,72.688538366837
H99,Deb13R_block_12,24,6,76.1611877157,24,6,0.565062581278056,75.5590580452057,76.1241206264837
HMV5325,Deb13R_block_12,36,6,72.8469300201,36,6,-1.24746805700991,73.7465274069178,72.4990593499078
I198,Deb13R_block_12,36,3,82.388541172,36,3,1.62146316809772,76.6154586320252,78.2369218001229
LH123Ht,Deb13R_block_12,24,5,77.8867322419,24,5,0.96377288761802,75.9577683515456,76.9215412391636
Lo1270,Deb13R_block_12,36,4,80.8445197044,36,4,0.531011290753781,75.5250067546813,76.0560180454351
Oh40B,Deb13R_block_12,24,2,77.8867322419,24,2,1.08715356985371,76.0811490337813,77.168302603635
PHK29,Deb13R_block_12,24,3,76.1611877157,24,3,-0.11970419731621,74.8742912666113,74.7545870692951
UH_P089,Deb13R_block_12,12,7,74.4667327846,12,7,0.0418905310383622,75.0358859949658,75.0777765260041
Va26,Deb13R_block_12,12,3,72.8469300201,12,3,0.137953586138835,75.1319490500663,75.2699026362052
A3,Deb13R_block_19,19,13,74.4667327846,19,13,1.20605937537728,74.9843995260327,76.1904589014099
B110,Deb13R_block_19,31,10,77.8867322419,31,10,0.0627261041931604,73.8410662548484,73.9037923590416
DKFAPW,Deb13R_block_19,7,8,71.3157238594,7,8,-0.495565811886692,73.2827743387684,72.7872085268817
EZ37,Deb13R_block_19,7,9,74.4667327846,7,9,1.05214764567249,74.8304877963279,75.8826354420004
F1808,Deb13R_block_19,31,9,74.4667327846,31,9,-1.94245029649632,71.8358898541587,69.8934395576624
F353,Deb13R_block_19,7,11,68.5100680312,7,11,-1.86592567714459,71.9124144735104,70.0464887963659
F7019,Deb13R_block_19,19,12,69.944300775,19,12,-1.16847851219423,72.609861638461,71.4413831262667
F7025,Deb13R_block_19,7,13,71.3157238594,7,13,-0.180111366622924,73.5982287840324,73.4181174174095
F7057,Deb13R_block_19,31,12,74.4667327846,31,12,-0.85782498959685,72.9205151610583,72.0626901714615
F748,Deb13R_block_19,7,12,72.8469300201,7,12,0.422778623758035,74.2011187744134,74.6238973981714
F888,Deb13R_block_19,19,9,74.4667327846,19,9,0.271812144028075,74.0501522946834,74.3219644387115
HMV5405,Deb13R_block_19,19,14,71.3157238594,19,14,-0.251504486362578,73.5268356642926,73.2753311779301
LH39,Deb13R_block_19,19,11,69.944300775,19,11,-1.34374018629799,72.4345999643571,71.0908597780591
Lo1038,Deb13R_block_19,31,11,80.8445197044,31,11,1.895177300398,75.6735174510534,77.5686947514514
Lo1242,Deb13R_block_19,31,14,72.8469300201,31,14,-0.697514301131847,73.0808258495233,72.3833115483915
Lo1280,Deb13R_block_19,31,8,80.8445197044,31,8,0.952781240700773,74.7311213913561,75.6839026320569
Lo1290,Deb13R_block_19,7,10,74.4667327846,7,10,1.0497142451613,74.8280543958167,75.877768640978
NS701,Deb13R_block_19,19,10,71.3157238594,19,10,-0.939356228716463,72.8389839219387,71.8996276932222
PHG39,Deb13R_block_19,31,13,77.8867322419,31,13,1.32864688665595,75.1069870373113,76.4356339239673
PHW65,Deb13R_block_19,19,8,76.1611877157,19,8,0.742124004723024,74.5204641553785,75.2625881601015
Wf9,Deb13R_block_19,7,14,72.8469300201,7,14,0.758504285784085,74.5368444364395,75.2953487222235
A3,Deb13R_block_36,36,20,77.8867322419,36,20,0.184110238467397,74.9399537757367,75.1240640142041
A375,Deb13R_block_36,12,18,74.4667327846,12,18,0.546321019075108,75.3021645563446,75.8484855754197
B37,Deb13R_block_36,12,16,77.8867322419,12,16,1.82458932396472,76.5804328612342,78.4050221851989
DK78371A,Deb13R_block_36,24,21,74.4667327846,24,21,0.370096853573912,75.1259403908434,75.4960372444173
EA1163,Deb13R_block_36,12,20,69.944300775,12,20,-0.814268502727046,73.9415750345423,73.1273065318153
EZ37,Deb13R_block_36,36,16,76.1611877157,36,16,0.299904281182549,75.0557478184521,75.3556520996347
F05404,Deb13R_block_36,12,15,74.4667327846,12,15,-0.141334734890037,74.6145088023794,74.4731740674894
F838,Deb13R_block_36,24,20,77.8867322419,24,20,0.985449056413927,75.7412925936834,76.7267416500974
F922,Deb13R_block_36,36,19,71.3157238594,36,19,-1.18161415951425,73.5742293777551,72.3926152182409
HMV5347,Deb13R_block_36,12,21,71.3157238594,12,21,0.382407385677439,75.1382509229469,75.5206583086243
Lo1035,Deb13R_block_36,24,18,77.8867322419,24,18,0.584486730301933,75.3403302675715,75.9248169978734
Lo1063,Deb13R_block_36,36,21,83.9729284181,36,21,0.584378291927308,75.3402218291967,75.924600121124
Lo1242,Deb13R_block_36,12,19,72.8469300201,12,19,-0.0209374819157517,74.7349060553537,74.7139685734379
NK807,Deb13R_block_36,12,17,69.944300775,12,17,-1.70497773077376,73.0508658064955,71.3458880757218
PHK29,Deb13R_block_36,36,17,79.3596071495,36,17,2.36238167366058,77.1182252109301,79.4806068845906
PHR36,Deb13R_block_36,24,17,74.4667327846,24,17,-0.42752442895943,74.32831910831,73.9007946793506
PHT77,Deb13R_block_36,24,19,74.4667327846,24,19,-1.18701858031113,73.5688249569583,72.3818063766472
UH_P148,Deb13R_block_36,36,18,68.5100680312,36,18,-2.17736104731304,72.5784824899564,70.4011214426433
W182E,Deb13R_block_36,24,15,71.3157238594,24,15,-0.785027187769884,73.9708163494996,73.1857891617297
Wf9,Deb13R_block_36,24,16,74.4667327846,24,16,0.315938999928875,75.0717825371983,75.3877215371272
A3,Mar13R_block_25,7,35,71.6416376017,7,35,-0.00439734550543847,71.8630187317126,71.8586213862072
B37,Mar13R_block_25,1,15,74.4159683044,1,15,0.0612593110459585,75.0649539090576,75.1262132201035
B84,Mar13R_block_25,13,17,70.3112532024,13,17,-0.0332835126458804,70.4543019379584,70.4210184253125
DK78010,Mar13R_block_25,7,33,67.6265019604,7,33,-0.0604316480058174,69.1303452491163,69.0699136011105
DKFBHJ,Mar13R_block_25,1,20,73.0115533369,1,20,-0.0230739490177569,71.4476447941502,71.4245708451324
DKFBHJ,Mar13R_block_25,13,21,74.4159683044,13,21,0.0101592343438455,71.4476447941502,71.457804028494
EC232,Mar13R_block_25,7,30,68.9775284053,7,30,0.00367936057277518,72.2569024697402,72.260581830313
EP29,Mar13R_block_25,1,16,67.6265019604,1,16,-0.084395145903315,67.9616965405129,67.8773013946096
EP51,Mar13R_block_25,13,15,70.3112532024,13,15,-0.00246112054985304,71.957444295271,71.9549831747212
Lo1187,Mar13R_block_25,1,17,73.0115533369,1,17,0.0145764610156789,72.7883308285998,72.8029072896155
Lo1242,Mar13R_block_25,7,32,70.3112532024,7,32,0.00583530867025672,72.3620434625416,72.3678787712119
Lo1274,Mar13R_block_25,7,29,67.6265019604,7,29,-0.0111457171840783,71.533915030695,71.5227693135109
Lo1280,Mar13R_block_25,13,16,73.0115533369,13,16,0.0363855857133331,73.8519153488035,73.8883009345168
Mo15W,Mar13R_block_25,1,19,74.4159683044,1,19,0.024332233594464,73.2640990605325,73.2884312941269
N25,Mar13R_block_25,7,34,75.946557825,7,34,0.0944241295340333,76.6823314080767,76.7767555376107
NC358,Mar13R_block_25,1,21,74.4159683044,1,21,0.00586869486869546,72.3636716362692,72.3695403311379
PHG80,Mar13R_block_25,1,18,73.0115533369,1,18,0.00534469165273777,72.3381171164685,72.3434618081212
PHG84,Mar13R_block_25,13,19,74.4159683044,13,19,0.0183713088739097,72.9733974690296,72.9917687779035
PHH93,Mar13R_block_25,7,31,67.6265019604,7,31,-0.0357886825948697,70.3321301399067,70.2963414573118
PHK76,Mar13R_block_25,13,20,73.0115533369,13,20,-0.0252591984785937,70.8456306341774,70.8203714356988
A3,Mar13R_block_32,8,18,71.6416376017,8,18,-0.095101045528196,69.8322484091223,69.7371473635941
B97,Mar13R_block_32,20,18,71.6416376017,20,18,0.0944620591651812,72.317003193418,72.4114652525832
C103,Mar13R_block_32,8,19,74.4159683044,8,19,0.0370779612413514,71.564824059776,71.6019020210174
DKFBHJ,Mar13R_block_32,14,31,74.4159683044,14,31,0.0888698806817558,72.2437020504357,72.3325719311175
EA3076,Mar13R_block_32,8,16,75.946557825,8,16,0.0177074436633689,71.3109192384554,71.3286266821187
EZ47,Mar13R_block_32,14,30,66.1421419741,14,30,-0.0491983454598852,68.0412522853114,67.9920539398515
EZ47,Mar13R_block_32,20,17,66.1421419741,20,17,-0.182538632060144,68.0412522853114,67.8587136532513
F04402,Mar13R_block_32,20,21,68.9775284053,20,21,-0.0581318688882675,70.3168328891885,70.2587010203002
F04701,Mar13R_block_32,20,19,73.0115533369,20,19,0.0219214521072502,71.3661556076789,71.3880770597862
F05101,Mar13R_block_32,8,20,71.6416376017,8,20,-0.0266921744852056,70.7289380359737,70.7022458614885
F1808,Mar13R_block_32,20,16,70.3112532024,20,16,0.0181659866671851,71.3169297272812,71.3350957139484
F7058,Mar13R_block_32,20,15,67.6265019604,20,15,0.043679996024494,71.6513621946102,71.6950421906346
F838,Mar13R_block_32,8,17,75.946557825,8,17,0.171980784686056,73.3331029477559,73.5050837324419
LAN496,Mar13R_block_32,14,35,71.6416376017,14,35,0.0324024222738615,71.5035380419227,71.5359404641965
LH123Ht,Mar13R_block_32,20,20,73.0115533369,20,20,0.049632840880335,71.7293908793567,71.779023720237
Lo1203,Mar13R_block_32,14,33,73.0115533369,14,33,0.0602368750718938,71.8683864119154,71.9286232869873
Lo1290,Mar13R_block_32,8,15,74.4159683044,8,15,-0.089833944106914,71.4488409415916,71.3590069974847
Lo1290,Mar13R_block_32,14,32,74.4159683044,14,32,0.118063499012962,71.4488409415916,71.5669044406045
Va26,Mar13R_block_32,8,21,67.6265019604,8,21,-0.0279471915743841,70.7124875261463,70.6845403345719
W182E,Mar13R_block_32,14,34,60.6154467353,14,34,-0.224757999373686,68.1327313174079,67.9079733180342
A310,Gai12R_block_6,2,11,67.0282656168,2,11,-4.00289316368944,72.7917686075915,68.7888754439021
DKMBST,Gai12R_block_6,11,12,78.9055366062,11,12,-0.189579657401708,76.6050821138789,76.4155024564772
EC334,Gai12R_block_6,11,8,84.6081786292,11,8,3.68617649671907,80.4808382679994,84.1670147647185
EP2008-22,Gai12R_block_6,2,9,68.1234868243,2,9,-1.23799743354516,75.5566643377356,74.3186669041904
EZ37,Gai12R_block_6,11,13,84.6081786292,11,13,2.39774046726411,79.1924022385446,81.5901427058087
EZ40,Gai12R_block_6,2,14,81.6621384111,2,14,-0.0345656436250863,76.7600961276555,76.7255304840305
F888,Gai12R_block_6,20,8,85.9700180645,20,8,3.47205994791973,80.2667217192001,83.7387816671198
HMV5343,Gai12R_block_6,2,13,78.9055366062,2,13,-0.297337216925968,76.4973245543546,76.1999873374287
HMV5347,Gai12R_block_6,20,14,67.0282656168,20,14,-2.43342695564974,74.3612348156311,71.9278078599813
Lo1038,Gai12R_block_6,11,11,83.19971632,11,11,2.22105895490527,79.0157207261858,81.236779681091
Lo1172,Gai12R_block_6,11,9,83.19971632,11,9,2.73281416844898,79.5274759397295,82.2602901081785
Lo1203,Gai12R_block_6,2,10,78.9055366062,2,10,3.04627922843473,79.8409409997151,82.8872202281499
Lo1288,Gai12R_block_6,20,10,81.6621384111,20,10,2.52053557960264,79.3151973508831,81.8357329304857
PHB09,Gai12R_block_6,2,8,67.0282656168,2,8,-0.683711905209776,76.110949866071,75.4272379608612
PHG39,Gai12R_block_6,20,12,80.2021890789,20,12,2.97477012491773,79.7694318961981,82.7442020211159
PHK29,Gai12R_block_6,2,12,78.9055366062,2,12,0.819428622118736,77.6140903933992,78.433519015518
W117,Gai12R_block_6,11,10,64.7849117529,11,10,-6.72857138543382,70.0660903858473,63.3375190004134
