Genotype,Envir,Row,Column,anthesis,R,C,anthesis_spats_residuals,anthesis_spats_geno_pred_values,anthesis_spats_adj_pheno
PHG84,Mar13R_block_25,13,19,70.3112532024,13,19,0.531123045749368,68.865392795613,69.3965158413624
PHH93,Mar13R_block_25,7,31,63.2119003379,7,31,-1.47570077863313,66.5721167573718,65.0964159787386
PHK76,Mar13R_block_25,13,20,68.9775284053,13,20,-0.263752074502605,67.9570579211111,67.6933058466085
A3,Mar13R_block_32,8,18,67.6265019604,8,18,-0.00647838386717581,68.0417759338841,68.0352975500169
B97,Mar13R_block_32,20,18,67.6265019604,20,18,4.61530293165424e-05,68.4763984996312,68.4764446526605
C103,Mar13R_block_32,8,19,68.9775284053,8,19,0.0112889368602822,69.2253202441621,69.2366091810224
DKFBHJ,Mar13R_block_32,14,31,68.9775284053,14,31,0.00259411379238372,68.6461272116985,68.6487213254908
EA3076,Mar13R_block_32,8,16,68.9775284053,8,16,-0.0228887797382811,66.9486212055724,66.9257324258341
EZ47,Mar13R_block_32,14,30,66.1421419741,14,30,-0.00982981849548992,66.743281463215,66.7334516447195
EZ47,Mar13R_block_32,20,17,67.6265019604,20,17,-0.0161415133947571,66.743281463215,66.7271399498202
F04402,Mar13R_block_32,20,21,67.6265019604,20,21,-0.0125689670994547,67.6360605623088,67.6234915952094
F04701,Mar13R_block_32,20,19,68.9775284053,20,19,-0.005194405226149,68.1273063094779,68.1221119042517
F05101,Mar13R_block_32,8,20,67.6265019604,8,20,-0.00391243158020416,68.2127031252314,68.2087906936511
F1808,Mar13R_block_32,20,16,68.9775284053,20,16,0.0296515151240158,70.4485167721824,70.4781682873064
F7058,Mar13R_block_32,20,15,63.2119003379,20,15,-0.0130459045396378,67.6042900662179,67.5912441616783
F838,Mar13R_block_32,8,17,74.4159683044,8,17,0.0450573993317533,71.4747574124305,71.5198148117622
LAN496,Mar13R_block_32,14,35,71.6416376017,14,35,0.0209788099991926,69.87079709443,69.8917759044292
LH123Ht,Mar13R_block_32,20,20,71.6416376017,20,20,0.0159799418001114,69.537804736966,69.5537846787661
Lo1203,Mar13R_block_32,14,33,70.3112532024,14,33,0.0117984111934391,69.259258138202,69.2710565493954
Lo1290,Mar13R_block_32,8,15,70.3112532024,8,15,-0.00897838398920214,69.5914951692808,69.5825167852916
Lo1290,Mar13R_block_32,14,32,71.6416376017,14,32,0.0257643244516999,69.5914951692808,69.6172594937325
Va26,Mar13R_block_32,8,21,63.2119003379,8,21,-0.0153615373237201,67.4500375456324,67.4346760083087
W182E,Mar13R_block_32,14,34,61.8704482889,14,34,-0.0487594803281652,65.2252819944606,65.1765225141324
A310,Gai12R_block_6,2,11,62.0608834049,2,11,-1.87801993579575,64.7230861666315,62.8450662308357
DKMBST,Gai12R_block_6,11,12,70.3468421086,11,12,0.285062347714884,66.8861684501421,67.1712307978569
EC334,Gai12R_block_6,11,8,64.7849117529,11,8,0.0785589171970145,66.6796650196242,66.7582239368212
EP2008-22,Gai12R_block_6,2,9,63.3048330487,2,9,-0.845939997896842,65.7551661045303,64.9092261066335
EZ37,Gai12R_block_6,11,13,70.3468421086,11,13,1.5078661648832,68.1089722673104,69.6168384321936
EZ40,Gai12R_block_6,2,14,64.7849117529,2,14,0.0353026148477369,66.636408717275,66.6717113321227
F888,Gai12R_block_6,20,8,64.7849117529,20,8,-0.212854030795512,66.3882520716317,66.1753980408362
HMV5343,Gai12R_block_6,2,13,64.7849117529,2,13,-0.983377896495881,65.6177282059313,64.6343503094355
HMV5347,Gai12R_block_6,20,14,64.7849117529,20,14,-0.543462349566781,66.0576437528604,65.5141814032936
Lo1038,Gai12R_block_6,11,11,69.1907382303,11,11,1.39650991799714,67.9976160204243,69.3941259384215
Lo1172,Gai12R_block_6,11,9,68.1234868243,11,9,1.27231222444419,67.8734183268714,69.1457305513156
Lo1203,Gai12R_block_6,2,10,73.2949949091,2,10,2.62903286134961,69.2301389637769,71.8591718251265
Lo1288,Gai12R_block_6,20,10,74.9190642556,20,10,2.8595948211083,69.4607009235355,72.3202957446438
PHB09,Gai12R_block_6,2,8,63.3048330487,2,8,-0.370066798360227,66.231039304067,65.8609725057068
PHG39,Gai12R_block_6,20,12,73.2949949091,20,12,1.46907926857547,68.0701853710027,69.5392646395781
PHK29,Gai12R_block_6,2,12,71.7553055814,2,12,1.2793534508408,67.8804595532681,69.1598130041088
W117,Gai12R_block_6,11,10,62.0608834049,11,10,-3.27875874170211,63.3223473607251,60.043588619023
W182E,Gai12R_block_6,20,11,63.3048330487,20,11,-1.83684089408218,64.764265208345,62.9274243142628
W23,Gai12R_block_6,11,14,63.3048330487,11,14,-0.994119427512935,65.6069866749143,64.6128672474013
W64A,Gai12R_block_6,20,13,67.0282656168,20,13,-0.441142873183907,66.1599632292433,65.7188203560594
W95115,Gai12R_block_6,20,9,63.3048330487,20,9,-1.42808964356552,65.1730164588616,63.7449268152961
A310,Gai12R_block_5,11,6,69.1907382303,11,6,1.16779357898658,68.2824957763146,69.4502893553011
AS5707,Gai12R_block_5,2,7,70.3468421086,2,7,1.63690374701952,68.7516059443475,70.388509691367
B97,Gai12R_block_5,20,4,73.2949949091,20,4,2.19457727445196,69.3092794717798,71.5038567462318
D09,Gai12R_block_5,2,6,62.0608834049,2,6,-1.1468523796805,65.967849817648,64.8209974379675
DKMBST,Gai12R_block_5,20,1,68.1234868243,20,1,0.560858188272221,67.6755603856003,68.2364185738726
F04402,Gai12R_block_5,20,5,63.3048330487,20,5,-1.77552803907025,65.3391741582585,63.5636461191883
F7019,Gai12R_block_5,11,1,63.3048330487,11,1,-0.898957327739446,66.2157448695891,65.3167875418496
F7057,Gai12R_block_5,2,5,63.3048330487,2,5,0.398960834939039,67.5136630322673,67.9126238672063
I238,Gai12R_block_5,11,4,70.3468421086,11,4,0.484353019979906,67.5990552173081,68.083408237288
LH93,Gai12R_block_5,11,2,70.3468421086,11,2,1.25912675860441,68.3738289559324,69.6329557145368
Lo1063,Gai12R_block_5,2,3,64.7849117529,2,3,-0.338473314031177,66.7762288832972,66.437755569266
Lo1087,Gai12R_block_5,20,7,76.4636532233,20,7,1.80000764583785,68.9147098431657,70.7147174890036
Lo1203,Gai12R_block_5,20,3,70.3468421086,20,3,0.954461948300249,68.0691641456284,69.0236260939286
Lp5,Gai12R_block_5,11,7,63.3048330487,11,7,-1.76163257447171,65.3530696228569,63.5914370483852
N16,Gai12R_block_5,11,3,71.7553055814,11,3,1.24085653758763,68.3555587349157,69.5964152725033
NC290,Gai12R_block_5,2,2,69.1907382303,2,2,1.77797483988851,68.8926770372164,70.6706518771049
NK807,Gai12R_block_5,2,1,63.3048330487,2,1,-1.09015720029016,66.0245449970384,64.9343877967483
PB116,Gai12R_block_5,20,6,67.0282656168,20,6,-1.18810334890016,65.9265988484284,64.7384954995283
UH_P024,Gai12R_block_5,11,5,62.0608834049,11,5,-2.12637646649912,64.9883257308296,62.8619492643305
UH_P060,Gai12R_block_5,20,2,63.3048330487,20,2,-2.22885543211677,64.885846765212,62.6569913330953
W117,Gai12R_block_5,2,4,63.3048330487,2,4,-0.920938291070051,66.1937639062584,65.2728256151884
A310,Gai12R_block_19,23,17,67.0282656168,23,17,-0.562684834446046,67.8950170025851,67.332332168139
B105,Gai12R_block_19,5,17,70.3468421086,5,17,1.43516561480412,69.8928674518349,71.328033066639
B73,Gai12R_block_19,23,15,68.1234868243,23,15,0.100970528793738,68.5586723658248,68.6596428946185
B98,Gai12R_block_19,14,19,70.3468421086,14,19,0.574785173867639,69.0324870108985,69.6072721847662
EC136,Gai12R_block_19,5,16,62.0608834049,5,16,-1.64073281047416,66.8169690265571,65.1762362160829
EC169,Gai12R_block_19,23,21,64.7849117529,23,21,-0.665920245176011,67.7917815918551,67.1258613466791
EP10,Gai12R_block_19,23,16,67.0282656168,23,16,-0.468777106872494,67.9889247301587,67.5201476232862
EP72,Gai12R_block_19,14,15,69.1907382303,14,15,0.748536228274986,69.2062380653059,69.9547742935809
EZ18,Gai12R_block_19,5,20,69.1907382303,5,20,-1.22448870268283,67.2332131343485,66.0087244316657
F7025,Gai12R_block_19,14,18,64.7849117529,14,18,-1.654896784377,66.8028050526543,65.1479082682773
F924,Gai12R_block_19,23,20,68.1234868243,23,20,0.651709353080918,69.1094111901119,69.7611205431928
I198,Gai12R_block_19,5,15,63.3048330487,5,15,-0.0488293969158846,68.4088724401151,68.3600430431992
Lo1094,Gai12R_block_19,14,20,73.2949949091,14,20,1.40104310035561,69.8587449373865,71.2597880377421
Lo1203,Gai12R_block_19,14,21,70.3468421086,14,21,-0.562534097436,67.895167739595,67.332633642159
Lo1253,Gai12R_block_19,5,21,73.2949949091,5,21,0.212495825134639,68.6701976621655,68.8826934873002
Lo904,Gai12R_block_19,23,19,68.1234868243,23,19,0.272712269672923,68.7304141067038,69.0031263763768
Oh02,Gai12R_block_19,14,17,69.1907382303,14,17,0.679037096739236,69.1367389337702,69.8157760305094
PHW65,Gai12R_block_19,5,19,71.7553055814,5,19,0.594399435187,69.0521012722179,69.6465007074049
SGI061,Gai12R_block_19,14,16,68.1234868243,14,16,0.158009352470259,68.6157111895013,68.7737205419715
A310,Ner12R_block_32,11,14,68.7503943227,11,14,-0.232729053398387,69.1848600090502,68.9521309556519
B73,Ner12R_block_32,35,13,68.7503943227,35,13,0.00485998479302907,69.4224490472415,69.4273090320346
C103,Ner12R_block_32,23,12,71.3778600686,23,12,0.61461290756543,70.0322019700135,70.646814877579
DKFBHJ,Ner12R_block_32,35,12,68.7503943227,35,12,-0.433673078948019,68.9839159835007,68.5502429045527
EP2008-22,Ner12R_block_32,11,8,67.1130688606,11,8,-0.294947315417502,69.1226417470311,68.8276944316136
EP72,Ner12R_block_32,35,14,70.1020957105,35,14,0.143297773341573,69.56088683579,69.7041846091316
EZ40,Ner12R_block_32,11,12,70.1020957105,11,12,0.0171684196841113,69.4347574821327,69.4519259018168
EZ42,Ner12R_block_32,23,10,68.7503943227,23,10,0.195400622218429,69.6129896846669,69.8083903068853
F7028,Ner12R_block_32,23,11,68.7503943227,23,11,-0.0568402539172723,69.3607488085312,69.303908554614
F924,Ner12R_block_32,23,14,71.3778600686,23,14,0.269112209341941,69.6867012717904,69.9558134811324
HMV5343,Ner12R_block_32,11,13,68.7503943227,11,13,0.0299972204055052,69.4475862828539,69.4775835032594
HMV5409,Ner12R_block_32,23,9,67.1130688606,23,9,-0.213996697759043,69.2035923646896,68.9895956669306
Lo1094,Ner12R_block_32,35,9,68.7503943227,35,9,-0.276130111418837,69.1414589510298,68.865328839611
Lo1124,Ner12R_block_32,23,8,70.1020957105,23,8,0.101171912007757,69.5187609744562,69.6199328864639
Lo1203,Ner12R_block_32,11,11,71.3778600686,11,11,0.315341808694996,69.7329308711434,70.0482726798384
Lo1261,Ner12R_block_32,35,11,70.1020957105,35,11,-0.117526338731935,69.3000627237166,69.1825363849847
PHB09,Ner12R_block_32,11,9,70.1020957105,11,9,0.219620063985388,69.6372091264337,69.8568291904191
PHK29,Ner12R_block_32,11,10,71.3778600686,11,10,-0.172757394116147,69.2448316683325,69.0720742742163
UH_P024,Ner12R_block_32,23,13,67.1130688606,23,13,-0.672848199132361,68.7447408633165,68.0718926641841
UH_S020,Ner12R_block_32,35,10,72.7618835003,35,10,0.560865520801954,69.9784545832501,70.539320104052
A310,Ner12R_block_23,20,13,68.7503943227,20,13,-0.106886759056039,68.0185398864707,67.9116531274147
B73,Ner12R_block_23,8,9,70.1020957105,8,9,0.829388227252693,68.9548148727792,69.7842031000319
B89,Ner12R_block_23,32,9,64.1249962123,32,9,-0.777532172325834,67.3478944732013,66.5703623008754
DKIBO2,Ner12R_block_23,32,14,65.5501162279,32,14,-0.694374884131321,67.4310517613957,66.7366768772644
EC140,Ner12R_block_23,8,10,68.7503943227,8,10,-0.456069229876846,67.6693574156502,67.2132881857733
EC169,Ner12R_block_23,32,8,64.1249962123,32,8,-0.0537238311495116,68.0717028143773,68.0179789832278
EP51,Ner12R_block_23,8,8,67.1130688606,8,8,-0.451092833558363,67.6743338119686,67.2232409784102
EP72,Ner12R_block_23,20,14,70.1020957105,20,14,0.832456909867631,68.957883555394,69.7903404652617
F218,Ner12R_block_23,20,9,65.5501162279,20,9,-0.810475214761922,67.3149514307651,66.5044762160032
F922,Ner12R_block_23,8,11,68.7503943227,8,11,-0.262298958678727,67.8631276868481,67.6008287281694
FR697,Ner12R_block_23,8,12,70.1020957105,8,12,-0.0885979796140219,68.0368286659128,67.9482306862987
HMV5422,Ner12R_block_23,8,13,70.1020957105,8,13,0.157587447948927,68.2830140934756,68.4406015414246
LH74,Ner12R_block_23,32,12,70.1020957105,32,12,0.500717917191921,68.6261445627185,69.1268624799104
Lo1016,Ner12R_block_23,32,10,68.7503943227,32,10,0.396602386607015,68.5220290321338,68.9186314187408
Lo1123,Ner12R_block_23,8,14,68.7503943227,8,14,-0.483171302400237,67.6422553431267,67.1590840407264
Lo1187,Ner12R_block_23,32,11,68.7503943227,32,11,0.278852170462201,68.4042788159888,68.683130986451
NC358,Ner12R_block_23,20,12,71.3778600686,20,12,0.789255113404749,68.9146817589312,69.703936872336
NK807,Ner12R_block_23,20,11,67.1130688606,20,11,-0.86507270070571,67.2603539448213,66.3952812441156
PHV63,Ner12R_block_23,20,10,71.3778600686,20,10,1.22931220131805,69.3547388468444,70.5840510481625
UH_P064,Ner12R_block_23,32,13,67.1130688606,32,13,-0.404796215581158,67.7206304299457,67.3158342143646
UH_P128,Ner12R_block_23,20,8,67.1130688606,20,8,0.439919707786402,68.5653463533129,69.0052660610993
A310,Ner12R_block_30,34,18,65.5501162279,34,18,-0.87749217448733,69.1134744488867,68.2359822743994
CO109,Ner12R_block_30,22,18,68.7503943227,22,18,-0.15568554128744,69.8352810820866,69.6795955407992
DKMBST,Ner12R_block_30,22,19,71.3778600686,22,19,0.701145831041316,70.6921124544154,71.3932582854567
EA3076,Ner12R_block_30,10,20,72.7618835003,10,20,0.612525247535402,70.6034918709096,71.216017118445
EZ36,Ner12R_block_30,10,21,70.1020957105,10,21,-0.731440204244052,69.2595264191301,68.528086214886
EZ42,Ner12R_block_30,34,21,70.1020957105,34,21,-0.418370940582463,69.5725956827916,69.1542247422092
F04702,Ner12R_block_30,22,20,70.1020957105,22,20,-0.312645854240785,69.6783207691333,69.3656749148925
F1808,Ner12R_block_30,22,16,68.7503943227,22,16,-0.136778028070154,69.854188595304,69.7174105672338
F252,Ner12R_block_30,34,17,62.7379361939,34,17,-1.83354106628248,68.1574255570915,66.323884490809
F7028,Ner12R_block_30,10,19,68.7503943227,10,19,-1.2612353405471,68.7297312828269,67.4684959422797
I233,Ner12R_block_30,10,18,74.2429872652,10,18,1.71227851572901,71.7032451391032,73.4155236548322
I242,Ner12R_block_30,22,15,70.1020957105,22,15,-0.0868222055409262,69.9041444178332,69.8173222122923
Lo1223,Ner12R_block_30,22,21,72.7618835003,22,21,0.7545630571381,70.7455296805123,71.5000927376504
Lo1270,Ner12R_block_30,10,15,74.2429872652,10,15,0.634659058529493,70.6256256819036,71.2602847404331
Lo1284,Ner12R_block_30,34,16,68.7503943227,34,16,1.07490066733413,71.0658672907083,72.1407679580424
PHG83,Ner12R_block_30,10,17,71.3778600686,10,17,0.355895635248245,70.3468622586224,70.7027578938706
PHG86,Ner12R_block_30,34,19,71.3778600686,34,19,1.35007763986313,71.3410442632373,72.6911219031004
UH_2500,Ner12R_block_30,10,16,68.7503943227,10,16,-1.34902374390691,68.6419428794671,67.2929191355602
UH_P148,Ner12R_block_30,22,17,67.1130688606,22,17,-0.711095595726931,69.2798710276472,68.5687754319203
W95115,Ner12R_block_30,34,15,68.7503943227,34,15,0.585441083191938,70.576407706566,71.161848789758
Wf9,Ner12R_block_30,34,20,70.1020957105,34,20,0.0926439593068693,70.083610582681,70.1762545419879
A310,Deb12R_block_16,10,3,63.4177441029,10,3,-0.0910302103198077,67.6438412593341,67.5528110490143
DKFAPW,Deb12R_block_16,42,6,65.7698661507,42,6,-0.195847554096275,67.5390239155574,67.3431763614612
EP2008-22,Deb12R_block_16,10,7,68.1215767585,10,7,-0.0524456903261807,67.6824257793275,67.6299800890013
EP67,Deb12R_block_16,24,7,66.8932531126,24,7,0.0778998896630156,67.8127713593167,67.8906712489797
EZ40,Deb12R_block_16,10,4,69.553958451,10,4,0.14905358368226,67.8839250533359,68.0329786370182
F7001,Deb12R_block_16,24,5,66.8932531126,24,5,-0.195863874037514,67.5390075956163,67.3431437215788
F748,Deb12R_block_16,42,4,71.0427983458,42,4,-0.174884280309769,67.559987189344,67.3851029090342
F888,Deb12R_block_16,42,1,69.553958451,42,1,0.0100625127958835,67.7449339824495,67.7549964952454
F894,Deb12R_block_16,42,3,71.0427983458,42,3,0.128409456541249,67.863280926195,67.9916903827362
FP1,Deb12R_block_16,42,7,64.6744337149,42,7,0.0206118495707273,67.7554833192244,67.7760951687952
FR19,Deb12R_block_16,24,6,64.6744337149,24,6,-0.0737561875887423,67.661115282065,67.5873590944763
HMV5343,Deb12R_block_16,10,2,63.4177441029,10,2,-0.223555114979497,67.5113163546744,67.2877612396949
I267,Deb12R_block_16,24,4,71.0427983458,24,4,0.365562852033833,68.1004343216875,68.4659971737213
Lo1203,Deb12R_block_16,10,5,72.4142076817,10,5,0.172180668385394,67.9070521380391,68.0792328064245
Lo1261,Deb12R_block_16,24,2,68.1215767585,24,2,0.147820555184211,67.8826920248378,68.030512580022
Lo1274,Deb12R_block_16,42,5,71.0427983458,42,5,0.276401164446696,68.0112726341004,68.2876737985471
PHB09,Deb12R_block_16,10,6,69.553958451,10,6,-0.0799781867524132,67.6548932829014,67.574915096149
PHG80,Deb12R_block_16,24,3,68.1215767585,24,3,-0.293794063804086,67.4410774058497,67.1472833420457
PHH93,Deb12R_block_16,24,1,63.4177441029,24,1,-0.24446892289977,67.490402546754,67.2459336238542
PHK29,Deb12R_block_16,10,1,69.553958451,10,1,0.247612310502106,67.9824837801557,68.2300960906578
PHW65,Deb12R_block_16,42,2,71.0427983458,42,2,0.0300092423123175,67.764880711966,67.7948899542783
A310,Deb12R_block_35,50,12,65.7698661507,50,12,-2.705920272364,67.3263112598223,64.6203909874583
DE811,Deb12R_block_35,50,8,74.7259909955,50,8,-0.202237532080076,69.8299940001065,69.6277564680265
DKFBHJ,Deb12R_block_35,18,13,64.6744337149,18,13,-0.587259532127547,69.444972000059,68.8577124679314
DKMBST,Deb12R_block_35,32,13,71.0427983458,32,13,-0.33333024575235,69.6989012864341,69.3655710406818
EA1027,Deb12R_block_35,32,12,71.0427983458,32,12,-0.28136275855158,69.7508687736349,69.4695060150833
EC334,Deb12R_block_35,18,8,68.1215767585,18,8,0.438254860219047,70.4704863924056,70.9087412526246
EZ47,Deb12R_block_35,18,10,63.4177441029,18,10,-1.32791482143368,68.7043167107527,67.376401889319
F1890,Deb12R_block_35,32,9,64.6744337149,32,9,-1.35067017710105,68.6815613550854,67.3308911779843
F752,Deb12R_block_35,50,9,76.2782631063,50,9,1.05279769675943,71.0850292289461,72.1378269257055
H99,Deb12R_block_35,18,14,66.8932531126,18,14,0.164647329082541,70.1968788612692,70.3615261903518
HMV5405,Deb12R_block_35,18,12,63.4177441029,18,12,-0.768807032023062,69.2634245001634,68.4946174681404
I242,Deb12R_block_35,32,14,71.0427983458,32,14,0.116716153528699,70.1489476857152,70.2656638392439
Lo1106,Deb12R_block_35,50,13,76.2782631063,50,13,1.42259153606166,71.4548230682485,72.8774146043102
Lo1187,Deb12R_block_35,18,9,66.8932531126,18,9,0.0835932849372227,70.1158248171238,70.199418102061
Lo1251,Deb12R_block_35,32,11,73.3721410878,32,11,0.781785754477383,70.8140172866641,71.5958030411415
Lo1270,Deb12R_block_35,50,14,76.2782631063,50,14,0.35192977340644,70.3841613055931,70.7360910789995
N25,Deb12R_block_35,50,10,74.7259909955,50,10,0.943274107910852,70.9755056400975,71.9187797480083
Os426,Deb12R_block_35,32,10,71.0427983458,32,10,0.646016275703275,70.67824780789,71.3242640835933
PHG50,Deb12R_block_35,32,8,64.6744337149,32,8,-0.46435864476986,69.5678728874166,69.1035142426468
PHG84,Deb12R_block_35,18,11,71.0427983458,18,11,2.49541296023213,72.5276444924191,75.0230574526512
PHT77,Deb12R_block_35,50,11,71.0427983458,50,11,-0.475158716116113,69.5570728160704,69.0819140999543
A310,Gai13R_block_8,54,9,81.197629786,54,9,-0.219677365459248,81.9347914731491,81.7151141076898
A347,Gai13R_block_8,56,9,81.197629786,56,9,-0.00833350136764466,82.1461353372409,82.1378018358732
B106,Gai13R_block_8,56,18,87.5082865147,56,18,0.188972899723964,82.3434417383325,82.5324146380565
B109,Gai13R_block_8,51,27,81.197629786,51,27,0.117518913075799,82.2719877516844,82.3895066647602
B113,Gai13R_block_8,54,27,82.6769095268,54,27,0.040268312335229,82.1947371509438,82.235005463279
EA3076,Gai13R_block_8,51,9,81.197629786,51,9,0.454595349646596,82.6090641882555,83.0636595379021
F752,Gai13R_block_8,54,18,81.197629786,54,18,0.318858962440558,82.4733278010493,82.7921867634899
F888,Gai13R_block_8,53,18,76.907533587,53,18,-0.745406693976236,81.4090621446316,80.6636554506553
FR697,Gai13R_block_8,55,9,81.197629786,55,9,0.0898561391849455,82.2443249777934,82.3341811169783
HMV5422,Gai13R_block_8,57,9,81.197629786,57,9,-0.0741667481995165,82.080302090409,82.0061353422095
LH65,Gai13R_block_8,53,27,82.6769095268,53,27,0.425117418099418,82.5795862567082,83.0047036748077
Lo1124,Gai13R_block_8,55,27,81.197629786,55,27,-0.107015311377211,82.0474535272312,81.940438215854
Oh33,Gai13R_block_8,57,27,81.197629786,57,27,-0.100784241025821,82.0536845975826,81.9529003565567
PHG35,Gai13R_block_8,56,27,81.197629786,56,27,-0.0754467359467554,82.0790221026617,82.0035753667149
PHG86,Gai13R_block_8,51,18,85.7952931765,51,18,-0.0673465891181166,82.0871222494904,82.0197756603723
PHK76,Gai13R_block_8,52,18,81.197629786,52,18,0.366598525019768,82.5210673636285,82.8876658886483
PHR36,Gai13R_block_8,52,27,76.907533587,52,27,-0.40666575598371,81.7478030826243,81.3411373266406
PHW65,Gai13R_block_8,57,18,89.1385341643,57,18,0.152337697558522,82.3068065361671,82.4591442337257
UH_P128,Gai13R_block_8,52,9,75.3318871563,52,9,-0.639211730752862,81.5152571078551,80.8760453771022
W602S,Gai13R_block_8,53,9,81.197629786,53,9,0.289930456124466,82.4443992947332,82.7343297508576
A310,Gai13R_block_25,68,17,76.907533587,68,17,-1.53912015064154,79.1464052461945,77.6072850955529
B104,Gai13R_block_25,69,26,82.6769095268,69,26,2.59675566872792,83.2822810655637,85.8790367342917
C103,Gai13R_block_25,66,8,89.1385341643,66,8,1.04307275527763,81.7285981521135,82.7716709073911
DK4676A,Gai13R_block_25,71,26,75.3318871563,71,26,-0.70363918292928,79.9818862139067,79.2782470309775
EC140,Gai13R_block_25,65,26,76.907533587,65,26,0.0165292553909495,80.702054652227,80.718583907618
EC175,Gai13R_block_25,66,17,76.907533587,66,17,-1.61060127870825,79.0749241181278,77.4643228394195
EC242C,Gai13R_block_25,70,17,75.3318871563,70,17,-1.83356932336014,78.8519560734758,77.0183867501157
EP29,Gai13R_block_25,71,17,76.907533587,71,17,-0.731175863185229,79.9543495336508,79.2231736704656
EP67,Gai13R_block_25,65,17,76.907533587,65,17,-1.50945656131216,79.1760688355238,77.6666122742117
F7025,Gai13R_block_25,70,26,76.907533587,70,26,-0.101727735023118,80.5837976618128,80.4820699267897
I198,Gai13R_block_25,68,8,85.7952931765,68,8,-0.296252617326928,80.3892727795091,80.0930201621822
I242,Gai13R_block_25,71,8,85.7952931765,71,8,0.821067259262335,81.5065926560983,82.3276599153606
Lo1284,Gai13R_block_25,68,26,76.907533587,68,26,-0.317491918231468,80.3680334786045,80.050541560373
Lo1301,Gai13R_block_25,66,26,76.907533587,66,26,-0.16853381458067,80.5169915822553,80.3484577676747
N16,Gai13R_block_25,67,17,89.1385341643,67,17,4.4466858514384,85.132211248274,89.5788970997124
NC358,Gai13R_block_25,67,8,85.7952931765,67,8,-0.540551195138988,80.144974201697,79.604423006558
PHG84,Gai13R_block_25,69,8,85.7952931765,69,8,-0.0265944391045139,80.6589309577314,80.6323365186269
W153R,Gai13R_block_25,67,26,76.907533587,67,26,-0.321150510384854,80.3643748864513,80.0432243760664
W64A,Gai13R_block_25,69,17,81.197629786,69,17,0.775753799830113,81.461279196666,82.2370329964961
A310,Gai13R_block_32,76,24,75.3318871563,76,24,-0.810551954942639,79.1988218384847,78.3882698835421
A554,Gai13R_block_32,74,6,75.3318871563,74,6,-2.2452854269976,77.7640883664299,75.5188029394323
AS5707,Gai13R_block_32,78,6,85.7952931765,78,6,-0.381275000861024,79.6280987925664,79.2468237917054
EP72,Gai13R_block_32,73,24,76.907533587,73,24,0.304515416035372,80.3138892094628,80.6184046254982
F04702,Gai13R_block_32,72,6,76.907533587,72,6,-0.784392830969296,79.2249809624581,78.4405881314888
F7025,Gai13R_block_32,78,15,81.197629786,78,15,0.77436613415928,80.7837399275868,81.5581060617461
F924,Gai13R_block_32,72,24,76.907533587,72,24,-0.390821065101946,79.6185527283255,79.2277316632236
I198,Gai13R_block_32,74,15,85.7952931765,74,15,1.33899687511313,81.3483706685407,82.6873675436538
LH39,Gai13R_block_32,76,15,76.907533587,76,15,-0.748996925410197,79.2603768680172,78.511379942607
LH65,Gai13R_block_32,73,15,84.2066964446,73,15,0.599317603448796,80.6086913968763,81.2080090003251
Lo1026,Gai13R_block_32,75,6,85.7952931765,75,6,1.49714201297222,81.5065158063997,83.0036578193719
Lo1106,Gai13R_block_32,75,15,81.197629786,75,15,0.263105223158334,80.2724790165857,80.5355842397441
Lo1280,Gai13R_block_32,77,6,85.7952931765,77,6,-0.234803377315885,79.7745704161115,79.5397670387956
Lo904,Gai13R_block_32,78,24,76.907533587,78,24,0.731792861477459,80.741166654905,81.4729595163825
Mo15W,Gai13R_block_32,76,6,85.7952931765,76,6,0.287380752639933,80.2967545460673,80.5841352987073
N6,Gai13R_block_32,72,15,81.197629786,72,15,-0.167657004636851,79.8417167887906,79.6740597841537
NC290,Gai13R_block_32,73,6,81.197629786,73,6,1.17636723876086,81.1857410321883,82.3621082709491
Pa405,Gai13R_block_32,75,24,76.907533587,75,24,0.230202748187367,80.2395765416148,80.4697792898022
SGI061,Gai13R_block_32,77,24,75.3318871563,77,24,-0.592861730781578,79.4165120626458,78.8236503318643
UH_6179,Gai13R_block_32,77,15,76.907533587,77,15,-0.689398642291152,79.3199751511363,78.6305765088451
UH304,Gai13R_block_32,74,24,75.3318871563,74,24,-0.157142906644395,79.8522308867832,79.6950879801388
A310,Ner13R_block_25,8,49,74.246732055,8,49,-0.770720786447171,74.6241917539541,73.8534709675069
B106,Ner13R_block_25,8,43,78.5569075375,8,43,1.64165475145518,77.0365672918568,78.678222043312
B108,Ner13R_block_25,8,48,75.7266897951,8,48,-0.0630944329727186,75.3318181074287,75.268723674456
B109,Ner13R_block_25,4,44,72.685148523,4,44,-2.79349422127119,72.6014183191299,69.8079240978587
B73,Ner13R_block_25,4,47,75.7266897951,4,47,-1.11483088493556,74.2800816554657,73.1652507705301
B84,Ner13R_block_25,4,46,79.8672955003,4,46,1.02306513624222,76.4179776766438,77.441042812886
EP29,Ner13R_block_25,12,46,70.9478960649,12,46,-0.935961285112811,74.4589512552884,73.5229899701756
F7058,Ner13R_block_25,12,45,69.2650163654,12,45,-1.32106023374459,74.0738523066566,72.752792072912
FR697,Ner13R_block_25,8,45,75.7266897951,8,45,0.370739338337259,75.7656518787386,76.1363912170759
HMV5422,Ner13R_block_25,12,48,75.7266897951,12,48,0.700139887139358,76.0950524275408,76.7951923146802
