Genotype,Envir,Row,Column,anthesis,R,C,anthesis_spats_residuals,anthesis_spats_geno_pred_values,anthesis_spats_adj_pheno
EP2008-18,Gai13R_block_28,75,2,76.907533587,75,2,-2.73464778465734,78.4260481985021,75.6914004138447
EP67,Gai13R_block_28,72,20,76.907533587,72,20,0.382926613249794,81.543622596409,81.9265492096588
EZ36,Gai13R_block_28,76,20,81.197629786,76,20,-0.218911469295307,80.9417845138641,80.7228730445688
EZ38,Gai13R_block_28,78,2,81.197629786,78,2,0.847667819785372,82.0083638029446,82.85603162273
F353,Gai13R_block_28,75,11,75.3318871563,75,11,-2.70604983000341,78.454646153156,75.7485963231526
F712,Gai13R_block_28,77,11,85.7952931765,77,11,1.99817764951543,83.1588736326748,85.1570512821902
FR697,Gai13R_block_28,72,11,81.197629786,72,11,0.218719779122694,81.3794157622819,81.5981355414046
Lo1063,Gai13R_block_28,75,20,85.7952931765,75,20,2.62225149831714,83.7829474814765,86.4051989797936
Lo1266,Gai13R_block_28,78,20,81.197629786,78,20,-1.3448671372948,79.8158288458646,78.4709617085698
Lo1301,Gai13R_block_28,73,2,81.197629786,73,2,-1.28177866609398,79.8789173170653,78.5971386509713
NC358,Gai13R_block_28,76,11,85.7952931765,76,11,2.25160066466509,83.4122966478244,85.6638973124895
Oh02,Gai13R_block_28,74,2,89.1385341643,74,2,2.97428192982301,84.1349779129824,87.1092598428054
PHJ40,Gai13R_block_28,73,20,75.3318871563,73,20,-1.19493425117336,79.965761731986,78.7708274808126
UH_2500,Gai13R_block_28,74,11,76.907533587,74,11,-1.79979703089055,79.3608989522688,77.5611019213783
W9,Gai13R_block_28,77,2,75.3318871563,77,2,-2.52543206770595,78.6352639154534,76.1098318477475
B100,Ner13R_block_11,6,16,75.7266897951,6,16,0.165957905005868,70.7586668462977,70.9246247513035
CO109,Ner13R_block_11,2,19,63.1869909701,2,19,-1.20760612199322,69.3851028192987,68.1774966973055
DKFAPW,Ner13R_block_11,10,15,70.9478960649,10,15,0.061418798923313,70.6541277402151,70.7155465391384
EC136,Ner13R_block_11,6,21,60.2474210976,6,21,-0.511427920391967,70.0812810209,69.569853100508
EP29,Ner13R_block_11,6,20,69.2650163654,6,20,0.0400237972854711,70.6327327385772,70.6727565358627
EP67,Ner13R_block_11,10,17,67.8657230313,10,17,0.0551821263335768,70.6478910676254,70.7030731939589
EZ36,Ner13R_block_11,10,21,74.246732055,10,21,-0.364032852886268,70.2286760884056,69.8646432355194
EZ37,Ner13R_block_11,6,19,74.246732055,6,19,1.19536936893412,71.7880783102259,72.98344767916
EZ48,Ner13R_block_11,10,20,79.8672955003,10,20,0.667035074584064,71.2597440158758,71.9267790904598
F218,Ner13R_block_11,2,15,66.1841770741,2,15,0.0623679024813697,70.6550768437733,70.7174447462546
F354,Ner13R_block_11,10,16,67.8657230313,10,16,-0.224647239362071,70.3680617019297,70.1434144625676
F618,Ner13R_block_11,6,17,72.685148523,6,17,-0.686038267991535,69.9066706733003,69.2206324053088
F888,Ner13R_block_11,10,18,70.9478960649,10,18,-0.351098490401611,70.2416104508903,69.8905119604886
IDT,Ner13R_block_11,2,18,72.685148523,2,18,0.975892083326428,71.5686010246181,72.5444931079446
Lo1056,Ner13R_block_11,6,15,78.5569075375,6,15,0.215393539494187,70.8081024807861,71.0234960202803
Lo1172,Ner13R_block_11,10,19,74.246732055,10,19,-0.176365067044316,70.4163438742476,70.2399788072033
Lo1290,Ner13R_block_11,6,18,75.7266897951,6,18,0.245736877368145,70.83844581866,71.0841826960281
PH207,Ner13R_block_11,2,16,66.1841770741,2,16,-0.495481163282321,70.0972277780095,69.6017466147272
UH_2500,Ner13R_block_11,2,21,64.6149460646,2,21,0.0612786469432791,70.6539875882351,70.7152662351784
UH_P104,Ner13R_block_11,2,20,66.1841770741,2,20,0.255471681266855,70.8481806225587,71.1036523038256
UH_P115,Ner13R_block_11,2,17,69.2650163654,2,17,0.0155693214043282,70.6082782626961,70.6238475841004
B100,Kar13W_block_7,7,2,65.7692587506,7,2,-0.433957541018245,71.0278943234358,70.5939367824175
C103,Kar13W_block_7,8,5,71.9479437137,8,5,0.601723429053507,72.0635752935074,72.6652987225609
EA1027,Kar13W_block_7,17,5,67.2869986061,17,5,0.349437249873191,71.8112891143271,72.1607263642003
HMV5343,Kar13W_block_7,7,1,68.6907212253,7,1,0.343283913680111,71.805135778134,72.1484196918141
HMV5409,Kar13W_block_7,17,1,64.2677005306,17,1,-0.526575406289567,70.9352764581645,70.4087010518749
IDT,Kar13W_block_7,17,6,64.2677005306,17,6,-0.702509931845299,70.7593419326089,70.0568320007636
LH123Ht,Kar13W_block_7,17,3,70.3107674332,17,3,1.77554389342683,73.2373957578805,75.0129396513073
Lp5,Kar13W_block_7,7,4,65.7692587506,7,4,0.282060583075534,71.7439124475295,72.025973030605
ML606,Kar13W_block_7,17,2,64.2677005306,17,2,-0.628481186629401,70.8333706778247,70.2048894911953
N22,Kar13W_block_7,8,7,68.6907212253,8,7,-0.0818409592586704,71.3800109051951,71.2981699459365
NK807,Kar13W_block_7,7,3,65.7692587506,7,3,-0.386639506638403,71.0752123578157,70.6885728511773
PB98TR,Kar13W_block_7,8,6,68.6907212253,8,6,-0.302935190997061,71.1589166734569,70.8559814824598
PHG83,Kar13W_block_7,17,4,65.7692587506,17,4,-0.295577645791056,71.1662742186629,70.8706965728718
PHK76,Kar13W_block_7,17,7,65.7692587506,17,7,0.00646829939591953,71.4683201638499,71.4747884632458
B100,Deb13R_block_34,10,17,72.8469300201,10,17,-1.61522195107536,72.0385501815811,70.4233282305058
B110,Deb13R_block_34,22,17,74.4667327846,22,17,0.65463042754817,74.3084025602038,74.963032987752
B73,Deb13R_block_34,10,21,71.3157238594,10,21,0.0996156431594954,73.7533877758154,73.8530034189749
EC242C,Deb13R_block_34,34,18,69.944300775,34,18,-1.12153672415143,72.5322354085048,71.4106986843534
EZ18,Deb13R_block_34,34,17,74.4667327846,34,17,1.05920115642579,74.7129732890812,75.772174445507
EZ38,Deb13R_block_34,34,15,74.4667327846,34,15,0.341756076162525,73.9955282088183,74.3372842849808
F7081,Deb13R_block_34,22,15,74.4667327846,22,15,0.350520065214639,74.0042921978703,74.354812263085
I261,Deb13R_block_34,22,20,74.4667327846,22,20,0.483023091261472,74.1367952239171,74.6198183151786
LH145,Deb13R_block_34,34,16,71.3157238594,34,16,-0.624312121264893,73.0294600113913,72.4051478901264
LH59,Deb13R_block_34,10,19,72.8469300201,10,19,0.0623483561664386,73.7161204888224,73.7784688449888
Lo1094,Deb13R_block_34,34,21,74.4667327846,34,21,0.971457534765875,74.6252296674213,75.5966872021872
Lo1124,Deb13R_block_34,10,18,76.1611877157,10,18,0.764431087680919,74.4182032203365,75.1826343080174
Lo1282,Deb13R_block_34,10,16,77.8867322419,10,16,0.154624266752123,73.8083963994079,73.96302066616
Lo1290,Deb13R_block_34,22,18,76.1611877157,22,18,1.37566872349082,75.0294408561462,76.405109579637
ML606,Deb13R_block_34,10,20,69.944300775,10,20,-0.69200400995561,72.9617681227005,72.2697641127449
N16,Deb13R_block_34,22,21,76.1611877157,22,21,0.587445464199618,74.2412175968553,74.8286630610549
PHG83,Deb13R_block_34,22,16,71.3157238594,22,16,-0.822215495444013,72.8315566372122,72.0093411417682
SC-Malawi,Deb13R_block_34,10,15,80.8445197044,10,15,0.382035655962383,74.0358077886182,74.4178434445806
UH_6102,Deb13R_block_34,34,20,68.5100680312,34,20,-1.47073687324793,72.1830352594085,70.7122983861606
W602S,Deb13R_block_34,22,19,71.3157238594,22,19,-0.940730373651562,72.7130417590047,71.7723113853531
B100,Ner11R_block_4,7,15,70.5080925583,7,15,-1.70248668354134e-05,70.9817903138843,70.9817732890175
B73,Ner11R_block_4,2,12,73.0764432719,2,12,-4.48599286073659e-06,72.413437571196,72.4134330852032
B97,Ner11R_block_4,7,11,74.1287196592,7,11,-1.80382543106816e-05,74.7121481574868,74.7121301192325
B97,Ner11R_block_4,12,20,74.1287196592,12,20,3.36851832969387e-05,74.7121481574868,74.7121818426701
DKFBHJ,Ner11R_block_4,2,20,73.0764432719,2,20,8.3528052954307e-06,73.8793291944081,73.8793375472134
EA3076,Ner11R_block_4,12,12,74.1287196592,12,12,-4.22463791949212e-06,72.4432782134843,72.4432739888464
EP2008-18,Ner11R_block_4,7,19,71.9162621594,7,19,-5.75259646495852e-06,72.2688209536137,72.2688152010173
EP51,Ner11R_block_4,12,16,70.5080925583,12,16,-9.85584068757817e-06,71.8003260696807,71.80031621384
EZ37,Ner11R_block_4,2,15,75.1386450276,2,15,6.23078663863907e-06,73.637044091527,73.6370503223137
F353,Ner11R_block_4,7,16,69.1356363634,7,16,-2.92991099399842e-05,69.5803577519339,69.580328452824
F748,Ner11R_block_4,12,11,76.129682844,12,11,9.52553639876896e-06,74.0132277529617,74.0132372784981
F912,Ner11R_block_4,2,19,73.0764432719,2,19,-1.56874148160568e-06,72.7465197132655,72.746518144524
F924,Ner11R_block_4,7,14,73.0764432719,7,14,3.91708765334897e-06,73.5782416850884,73.5782456021761
F924,Ner11R_block_4,12,18,71.9162621594,12,18,1.79868654015536e-06,73.5782416850884,73.578243483775
FR19,Ner11R_block_4,12,15,73.0764432719,12,15,6.26864390085302e-06,73.6413665088138,73.6413727774577
LH74,Ner11R_block_4,2,18,74.1287196592,2,18,2.03116172770024e-08,72.9279525262576,72.9279525465692
ML606,Ner11R_block_4,7,12,73.0764432719,7,12,6.19441189542158e-06,73.6328909440759,73.6328971384878
N25,Ner11R_block_4,7,17,76.129682844,7,17,3.16942991105407e-05,76.5443839155919,76.544415609891
NC290,Ner11R_block_4,2,11,76.129682844,2,11,2.18972114822691e-05,75.4257847812941,75.4258066785056
Oh33,Ner11R_block_4,12,14,73.0764432719,12,14,-1.35454064320584e-06,72.7709764615731,72.7709751070324
PB98TR,Ner11R_block_4,2,14,76.129682844,2,14,-6.53589538046617e-07,75.0289507287995,75.0289500752099
PB98TR,Ner11R_block_4,12,13,76.129682844,12,13,1.90751875521755e-05,75.0289507287995,75.028969803987
PH207,Ner11R_block_4,12,19,69.1356363634,12,19,-2.22099205018367e-05,70.3897780079816,70.3897557980611
PHG83,Ner11R_block_4,2,17,74.1287196592,2,17,-4.2590026794187e-06,72.439354554267,72.4393502952643
PHK76,Ner11R_block_4,2,13,73.0764432719,2,13,-1.12496780246829e-05,72.3002086188398,72.3001973691618
PHK76,Ner11R_block_4,7,18,71.9162621594,7,18,5.77198584039707e-06,72.3002086188398,72.3002143908257
UH_P089,Ner11R_block_4,12,17,69.1356363634,12,17,-1.84241850718081e-05,70.8220207786571,70.822002354472
W64A,Ner11R_block_4,7,20,71.9162621594,7,20,-6.03118066067054e-06,72.2370131165078,72.2370070853271
B100,Ner11R_block_8,14,17,71.9162621594,14,17,0.000728398714159084,72.811887405605,72.8126158043192
B105,Ner11R_block_8,4,13,73.0764432719,4,13,5.19366218156847e-05,71.8515758468543,71.8516277834761
B107,Ner11R_block_8,9,13,73.0764432719,9,13,0.00121931422164323,73.5087953943154,73.510014708537
DKFBHJ,Ner11R_block_8,14,13,71.9162621594,14,13,0.000186139890388404,72.0420919918691,72.0422781317595
EC136,Ner11R_block_8,9,14,69.1356363634,9,14,-0.00147270128633181,69.6871864115636,69.6857137102773
EC232,Ner11R_block_8,14,11,69.1356363634,14,11,-0.000208346880953059,71.4820750884072,71.4818667415262
EP10,Ner11R_block_8,4,12,73.0764432719,4,12,-0.000239031336406015,72.6785574118919,72.6783183805555
EP10,Ner11R_block_8,9,11,70.5080925583,9,11,0.000873509816344154,72.6785574118919,72.6794309217083
EZ11A,Ner11R_block_8,9,16,71.9162621594,9,16,0.000433236135236825,72.3928720027917,72.3933052389269
EZ40,Ner11R_block_8,9,20,74.1287196592,9,20,0.000731837226325638,71.1854695748581,71.1862014120844
EZ40,Ner11R_block_8,14,16,70.5080925583,14,16,-0.00114911878523571,71.1854695748581,71.1843204560729
EZ47,Ner11R_block_8,14,12,71.9162621594,14,12,0.000849694395299139,72.9840798255921,72.9849295199874
F1808,Ner11R_block_8,4,11,69.1356363634,4,11,-0.00131776856227361,69.9071302745884,69.9058125060262
F7081,Ner11R_block_8,9,17,70.5080925583,9,17,-0.000702607929383703,70.7804177402753,70.7797151323459
F838,Ner11R_block_8,9,19,77.2693275334,9,19,0.00184223666309435,73.3366408100988,73.3384830467619
F838,Ner11R_block_8,14,18,73.0764432719,14,18,-0.000744191470431588,73.3366408100988,73.3358966186284
HMV5405,Ner11R_block_8,4,16,71.9162621594,4,16,0.00019868546613111,72.0599018020586,72.0601004875247
LH82,Ner11R_block_8,4,20,70.5080925583,4,20,-0.00092887119957652,70.4592124042749,70.4582835330753
Lp5,Ner11R_block_8,9,15,69.1356363634,9,15,-0.000442234804665986,71.1500457269047,71.1496034921
N25,Ner11R_block_8,4,14,77.2693275334,4,14,0.00318335453798113,76.2969643677298,76.3001477222678
Oh33,Ner11R_block_8,9,18,73.0764432719,9,18,0.000341395782172071,72.2624946265213,72.2628360223035
PB116,Ner11R_block_8,4,19,74.1287196592,4,19,0.000655497569226782,72.3660034456751,72.3666589432443
PB116,Ner11R_block_8,14,15,70.5080925583,14,15,-0.000241188166668849,72.3660034456751,72.3657622575084
PH207,Ner11R_block_8,4,17,69.1356363634,4,17,-0.00132204898704913,69.9010537458223,69.8997316968353
PHG47,Ner11R_block_8,4,15,69.1356363634,4,15,-0.001179297274291,70.1037053373403,70.102526040066
PHG86,Ner11R_block_8,14,19,74.1287196592,14,19,-8.29922746277134e-05,71.6600295941138,71.6599466018392
PHH93,Ner11R_block_8,14,20,71.9162621594,14,20,4.73774960738638e-05,70.7125882589345,70.7126356364306
PHH93,Ner11R_block_8,14,14,70.5080925583,14,14,-0.000797765828039587,70.7125882589345,70.7117904931065
UH_P089,Ner11R_block_8,4,18,70.5080925583,4,18,-0.000514449749474011,71.0475287536904,71.0470143039409
B100,Kar11R_block_2,1,11,72.6775927413,1,11,-0.379808161467793,72.8238132372459,72.4440050757781
B104,Kar11R_block_2,1,12,74.6750897719,1,12,0.636394177111868,73.8400155758255,74.4764097529374
B73,Kar11R_block_2,6,12,70.8939362061,6,12,-1.03998931580037,72.1636320829136,71.1236427671132
B84,Kar11R_block_2,1,15,75.5445670441,1,15,1.56935018090243,74.7729715796157,76.3423217605181
B89,Kar11R_block_2,11,11,70.8939362061,11,11,-0.734787179734326,72.4688342189796,71.7340470392453
EP52,Kar11R_block_2,11,15,74.6750897719,11,15,0.0451806544626976,73.2488020531763,73.293982707639
EZ11A,Kar11R_block_2,6,11,74.6750897719,6,11,0.807861460906253,74.0114828596198,74.8193443205261
EZ47,Kar11R_block_2,11,12,74.6750897719,11,12,0.76431901985967,73.9679404185732,74.7322594384329
F838,Kar11R_block_2,6,15,72.6775927413,6,15,-0.456877587745694,72.7467438109681,72.2898662232224
HMV5422,Kar11R_block_2,11,13,74.6750897719,11,13,0.443258674667632,73.6468800733813,74.0901387480489
NC290,Kar11R_block_2,6,13,72.6775927413,6,13,-0.245192380307017,72.9584290184067,72.7132366380997
Oh33,Kar11R_block_2,6,14,70.8939362061,6,14,-1.02682233772873,72.1767990609852,71.1499767232564
PH207,Kar11R_block_2,1,14,68.3538657733,1,14,-2.00376694801307,71.1998544507011,69.1960875026881
PHG39,Kar11R_block_2,1,13,75.5445670441,1,13,1.15834083180482,74.3619622305182,75.520303062323
W23,Kar11R_block_2,11,14,74.6750897719,11,14,0.462538911082319,73.6661603097959,74.1286992208782
B100,Kar11R_block_3,12,8,72.6775927413,12,8,-0.402801852461351,72.4449017502704,72.042099897809
B73,Kar11R_block_3,12,9,75.5445670441,12,9,0.533143239209906,73.3808468419415,73.9139900811514
EP52,Kar11R_block_3,2,8,74.6750897719,2,8,1.23474364401575,74.0824472467473,75.3171908907631
EZ40,Kar11R_block_3,2,7,70.8939362061,2,7,-0.681008963765393,72.1666946389662,71.4856856752008
F7028,Kar11R_block_3,7,8,72.6775927413,7,8,-0.0875554016613478,72.7601482010703,72.672592799409
F7081,Kar11R_block_3,7,10,71.7640801164,7,10,-1.0116187060343,71.8360848966974,70.8244661906631
F894,Kar11R_block_3,7,9,74.6750897719,7,9,0.675840717923634,73.5235443206553,74.1993850385789
HMV5405,Kar11R_block_3,7,7,72.6775927413,7,7,0.149753378428429,72.99745698116,73.1472103595884
LAN496,Kar11R_block_3,2,10,72.6775927413,2,10,0.282132923874613,73.1298365266063,73.4119694504809
LH38,Kar11R_block_3,2,6,72.6775927413,2,6,0.1837806375366,73.0314842402683,73.2152648778049
Oh02,Kar11R_block_3,12,10,75.5445670441,12,10,0.0338003008753276,72.8815039036069,72.9153042044822
Pa405,Kar11R_block_3,7,6,70.8939362061,7,6,-0.502479823890155,72.3452237788417,71.8427439549515
PH207,Kar11R_block_3,12,6,71.7640801164,12,6,0.130760398570871,72.9784640013025,73.1092243998734
UH_P089,Kar11R_block_3,12,7,72.6775927413,12,7,0.0931278314222084,72.9408314341539,73.0339592655761
W64A,Kar11R_block_3,2,9,70.8939362061,2,9,-0.631618324044823,72.216085278687,71.5844669546421
B100,Deb11R_block_5,5,3,63.4495521759,5,3,-0.0282127967115713,62.9708005313054,62.9425877345938
B105,Deb11R_block_5,16,7,61.881359114,16,7,0.214082926427757,63.1772282364476,63.3913111628753
EP52,Deb11R_block_5,11,5,63.4495521759,11,5,0.458527105658902,63.385486353018,63.8440134586769
EZ11A,Deb11R_block_5,11,1,63.4495521759,11,1,-0.144746736009594,62.8715175833903,62.7267708473807
EZ37,Deb11R_block_5,16,1,63.4495521759,16,1,-0.016284025927753,62.980963437799,62.9646794118712
EZ47,Deb11R_block_5,5,5,63.4495521759,5,5,-0.579012487960917,63.0472751866374,62.4682626986765
EZ47,Deb11R_block_5,11,3,64.9999630852,11,3,0.640562264072202,63.0472751866374,63.6878374507096
F1808,Deb11R_block_5,11,7,61.881359114,11,7,0.0857961517917758,63.0679322730477,63.1537284248395
F1890,Deb11R_block_5,16,6,61.881359114,16,6,0.136437244025863,63.111076759134,63.2475140031599
F7028,Deb11R_block_5,5,7,64.9999630852,5,7,-0.150740994485631,62.8664106792931,62.7156696848074
F838,Deb11R_block_5,5,4,64.9999630852,5,4,0.913164132476396,63.7728216179689,64.6859857504453
F894,Deb11R_block_5,16,3,64.9999630852,16,3,0.502601322796124,63.4230360851458,63.925637407942
Oh02,Deb11R_block_5,5,6,64.9999630852,5,6,0.360393949515569,63.3018802457432,63.6622741952587
PH207,Deb11R_block_5,11,6,60.1910323298,11,6,-0.904599083344202,62.2241492589522,61.319550175608
PHH93,Deb11R_block_5,5,1,60.1910323298,5,1,-0.29185888911725,62.746183038599,62.4543241494817
UH_P089,Deb11R_block_5,16,4,61.881359114,16,4,-0.488353826823193,62.5787760429774,62.0904222161542
