"Experiment","parent1","Code_ID","Variety_ID","Accession_ID","geno.panel","grain.yield","grain.number","seed.size","anthesis","silking","plant.height","tassel.height","ear.height","type"
"Ner12W","UH_S018_uh",3247,"UH_S018","UH_S018_H","DROPS",9.1575297049,3769.9653348288,282.897779393,69.5558345129,75.3561550623,259.9053151545,NA,129.3170512673,"CrossValidation"
"Ner12W","UH_S020_uh",3248,"UH_S020","UH_S020_H","DROPS",9.6792484112,3818.6303488042,290.6907695597,71.2065262036,77.4774859049,261.4915430496,NA,118.1733918185,"CrossValidation"
"Ner12W","UH_S025_uh",3249,"UH_S025","UH_S025_H","DROPS",8.2486632984,3265.0262614512,282.6856243883,66.35729837,69.0556576978,245.414145659,NA,110.3180579533,"CrossValidation"
"Ner12W","UH304_uh",3250,"UH304","UH304_H","DROPS",8.9468631637,3536.3767953563,296.1435847837,67.5957748107,70.5960983938,246.7773032315,NA,124.0117220211,"CrossValidation"
"Ner12W","Va26_inra",3251,"Va26","Va26_H","DROPS",8.5941155952,3457.4788160379,300.5205821145,72.5554863479,76.4227866045,255.6192541821,NA,121.1396696343,"CrossValidation"
"Ner12W","W117_inra",3252,"W117","W117_H","DROPS",6.9540501996,2702.2716674957,307.527299982,66.5608817596,74.4970561991,223.786384814,NA,95.2936821022,"CrossValidation"
"Ner12W","W182E_inra",3253,"W182E","W182E_H","DROPS",7.9849947035,2812.4468719961,334.4683763548,67.5271203536,71.671014068,220.3692724057,NA,107.8284975191,"CrossValidation"
"Ner12W","W604S_uh",3254,"W604S","W604S_H","DROPS",9.098916539,3536.2925010084,304.5585684309,69.7186060732,74.3415314461,240.113984683,NA,118.3306099419,"CrossValidation"
"Ner12W","Wf9_inra",3255,"Wf9","Wf9_H","DROPS",8.4274797181,3213.0300006934,329.1484837921,67.1406746592,76.2685413974,249.9989383783,NA,111.0046991935,"CrossValidation"
"Ner12W","SGI061_ifsi",3256,"SGI061","SGI061_H","DROPS",10.5916727873,4058.3068130762,306.2334349256,68.6493522043,72.68014577,261.153356059,NA,132.6606855056,"CrossValidation"
"Ner13R","B73_inra",3001,"B73","B73_H","DROPS",3.5372699553,1622.0299393024,247.3615966059,74.5657598126,86.7790003895,179.3165805595,221.8181005927,101.1338631211,"CrossValidation"
"Ner13R","PH207_usda",3002,"PH207","PH207_H","DROPS",3.8269930645,1521.6215161763,277.2424265212,67.5601593799,74.7100182763,166.0280174861,212.345686271,92.9052148128,"CrossValidation"
"Ner13R","Oh43_inra",3003,"Oh43","Oh43_H","DROPS",4.0742851066,1678.044612215,264.995566931,70.9479388804,81.6187613494,176.5491118315,206.3120378227,89.9693565687,"CrossValidation"
"Ner13R","W64A_inra",3004,"W64A","W64A_H","DROPS",2.7161187633,1187.7107419022,264.7597973991,71.1113656731,80.9975485074,168.9828545269,215.4217915843,90.2065435572,"CrossValidation"
"Ner13R","Oh33_inra",3005,"Oh33","Oh33_H","DROPS",2.6767078318,1150.7278023487,267.3585545679,74.8949586931,87.3582684383,177.2287640489,223.7617802474,93.434910594,"CrossValidation"
"Ner13R","EZ47_csic",3006,"EZ47","EZ47_H","DROPS",4.6078438488,2179.501985514,245.7107333246,75.5650405762,79.5972146063,177.1850738449,220.9869169299,96.0615028393,"CrossValidation"
"Ner13R","MS153_inra",3007,"MS153","MS153_H","DROPS",4.3461802158,1542.6456368217,320.3486139076,71.4822034651,79.4702172353,185.9116089467,228.5188947821,108.2707158193,"CrossValidation"
"Ner13R","A310_inra",3008,"A310","A310_H","DROPS",3.5297752442,1363.4722739259,298.0947086951,71.9304273946,76.6935776839,170.7661414418,210.8069173582,102.5806653504,"CrossValidation"
"Ner13R","B84_inra",3009,"B84","B84_H","DROPS",4.6165469288,1903.6565710627,286.0238720099,77.8734897289,85.2683946195,181.0192751701,227.4080556585,100.6590349864,"CrossValidation"
"Ner13R","F894_inra",3010,"F894","F894_H","DROPS",4.0289402318,1792.1090786785,263.9977773089,76.1790268443,84.5246430329,190.3044369625,228.0492885928,97.1976198986,"CrossValidation"
"Ner13R","F912_inra",3011,"F912","F912_H","DROPS",4.2797293578,1775.7309349808,266.8155464333,72.6338429967,78.3436189995,174.2921328902,212.9591122516,87.0045625384,"CrossValidation"
"Ner13R","B105_inra",3012,"B105","B105_H","DROPS",4.4029784416,1799.3034805073,286.0272652141,72.0998921681,81.9178109566,170.7639962022,213.8814565414,84.7525070368,"CrossValidation"
"Ner13R","A347_inra",3013,"A347","A347_H","DROPS",4.1042157759,1585.7376505744,294.1615374048,76.1017526484,81.4419970995,166.8864397129,210.826869192,104.0704563507,"CrossValidation"
"Ner13R","EP52_csic",3014,"EP52","EP52_H","DROPS",3.6380079727,1510.6142057686,281.993745126,75.7951556309,81.1421086902,183.7157451546,224.708995115,97.8911088278,"CrossValidation"
"Ner13R","F7028_inra",3015,"F7028","F7028_H","DROPS",2.390486512,1211.7953424375,227.2668955284,73.262920855,84.5636420344,175.6653076209,212.7807632864,99.5959263214,"CrossValidation"
"Ner13R","FC1890_inra",3016,"F1890","F1890_H","DROPS",4.8275419855,1929.138994651,288.5105379505,73.335651423,77.5582458413,165.7488482514,212.2611590257,101.672659129,"CrossValidation"
"Ner13R","A374_inra",3017,"A374","A374_H","DROPS",4.0992620733,1850.6299558543,250.4227165407,72.8479569829,78.0865160509,165.4855984644,205.8331558495,93.9830963122,"CrossValidation"
"Ner13R","FR19_usda",3018,"FR19","FR19_H","DROPS",3.4086557789,1492.2439420082,255.4924999899,75.1851161036,84.7765992506,171.4740788554,214.6806651162,87.4728836001,"CrossValidation"
"Ner13R","B100_uh",3019,"B100","B100_H","DROPS",3.8902642725,1667.5188365371,276.1273432725,75.2071926468,82.3541855315,164.7815897175,207.9375720874,87.2327315378,"CrossValidation"
"Ner13R","EZ11A_csic",3020,"EZ11A","EZ11A_H","DROPS",4.2324683512,1797.5024697961,285.0950069603,77.9093705227,87.1550815189,179.2926484799,227.8035144854,105.3167908303,"CrossValidation"
"Ner13R","EZ37_csic",3021,"EZ37","EZ37_H","DROPS",4.2539230016,1620.7314610049,287.1497443861,74.6542611271,81.4623459613,176.0697478275,222.1271574752,95.257808786,"CrossValidation"
"Ner13R","F1808_inra",3022,"F1808","F1808_H","DROPS",4.3660137011,1680.8031329003,287.6726887691,71.779289276,76.7247997337,178.6117228431,215.0023276737,96.1783646254,"CrossValidation"
"Ner13R","Pa405_uh",3023,"Pa405","Pa405_H","DROPS",1.886200868,782.7844620796,255.8337083683,72.6824041536,89.7126755171,170.1006833787,211.4237611798,89.7300189837,"CrossValidation"
"Ner13R","LH38_usda",3024,"LH38","LH38_H","DROPS",3.8367023313,1534.123420308,289.7838245954,71.6610058509,79.6277686928,164.796996842,206.8940510297,85.7870675405,"CrossValidation"
"Ner13R","Oh02_inra",3025,"Oh02","Oh02_H","DROPS",5.3339341426,2104.022473565,275.8023232274,77.7928210467,85.8243531333,193.928163315,235.18425178,113.3687362327,"CrossValidation"
"Ner13R","UH250_uh",3026,"UH250","UH250_H","DROPS",3.4513435755,1476.2276517125,247.347883379,70.8940727223,75.9075467545,176.6929963407,215.5258529871,99.3876164253,"CrossValidation"
"Ner13R","B97_usa",3027,"B97","B97_H","DROPS",5.5272916495,2019.7863521046,312.7808417876,77.2206924845,82.2135322474,171.4930092837,208.8350674778,86.1948773725,"CrossValidation"
"Ner13R","F838_inra",3028,"F838","F838_H","DROPS",3.6658093556,1685.0369571175,247.6488357909,77.556306066,85.4000889383,168.7474297154,205.580339785,93.0644792364,"CrossValidation"
"Ner13R","B104_inra",3029,"B104","B104_H","DROPS",3.9587500547,1575.0325746529,299.7627021819,78.4625822783,87.6038170822,158.6779036097,199.8332341596,92.4311762897,"CrossValidation"
"Ner13R","B89_inra",3030,"B89","B89_H","DROPS",3.5535010092,1305.2675929123,306.9155383446,68.6174899073,80.0551139594,172.1529038994,218.5489221302,88.8631840778,"CrossValidation"
"Ner13R","NC290_uh",3031,"NC290","NC290_H","DROPS",3.0739404848,1168.2726654971,301.8874390472,75.4952671793,89.3434951491,175.1212561483,220.1668925568,79.9912360088,"CrossValidation"
"Ner13R","UH_P089_uh",3032,"UH_P089","UH_P089_H","DROPS",4.4394043821,1841.8786981085,285.3303871584,70.0513472075,76.3333936851,178.1118553864,223.1424554967,89.0945568543,"CrossValidation"
"Ner13R","EC232_ciam",3033,"EC232","EC232_H","DROPS",4.1596358095,1690.8807774366,289.913369211,71.5894113464,78.223991842,186.9143922171,227.6995624979,99.0183948696,"CrossValidation"
"Ner13R","LAN496_inra",3034,"LAN496","LAN496_H","DROPS",3.247041559,1357.2531588073,266.9588637125,76.3036737706,86.7585874022,172.8216545091,219.024968185,93.4373971675,"CrossValidation"
"Ner13R","EP2008-18_csic",3035,"EP2008-18","EP2008-18_H","DROPS",3.9991432456,1650.1459163076,285.642547533,74.260869966,81.9387490711,179.9736492313,218.2601856761,89.8695965086,"CrossValidation"
"Ner13R","F7081_inra",3036,"F7081","F7081_H","DROPS",3.5824791008,1581.8117888145,265.6413531692,72.3470579189,79.6248736085,170.1419592092,212.3403789201,100.159769002,"CrossValidation"
"Ner13R","HMV5422_Martonvasar",3037,"HMV5422","HMV5422_H","DROPS",4.7004456859,2237.645743085,245.3834149697,75.0526647927,80.1750053667,185.5369241934,233.0852654917,107.3848311358,"CrossValidation"
"Ner13R","Os426_inra",3038,"Os426","Os426_H","DROPS",4.9941225459,1956.8230098934,288.9646034911,76.326241846,83.7734720513,177.5565711078,223.2510994865,106.7216419348,"CrossValidation"
"Ner13R","PHG39_usda",3039,"PHG39","PHG39_H","DROPS",4.0664124898,1600.5498457698,286.0276928909,78.6516837211,88.3234264089,171.3965051574,206.9740986669,85.2030708213,"CrossValidation"
"Ner13R","F7001_inra",3040,"F7001","F7001_H","DROPS",4.2706832823,1902.6066357962,249.6789906812,74.6698820081,81.3556783446,181.5440839668,218.88705059,107.9029296652,"CrossValidation"
"Ner13R","LH74_inra",3041,"LH74","LH74_H","DROPS",3.7905291595,1736.7074921103,249.5545853547,74.4752830104,79.287434807,168.8594196835,208.7790454603,93.7436534798,"CrossValidation"
"Ner13R","HMV5405_Martonvasar",3042,"HMV5405","HMV5405_H","DROPS",4.5860566966,1719.1186902733,304.0784685287,73.2239941791,76.3593396117,187.0715510268,225.6073694811,100.4343176604,"CrossValidation"
"Ner13R","F924_inra",3043,"F924","F924_H","DROPS",4.1125201949,1857.0579495444,261.9622019266,74.1303746815,78.1755886652,178.1401349406,217.5546086728,92.0784888978,"CrossValidation"
"Ner13R","EZ40_csic",3044,"EZ40","EZ40_H","DROPS",6.0940650583,2639.2107524118,271.1838468473,78.326437235,85.4813534799,184.1828579272,226.295410809,104.8034709902,"CrossValidation"
"Ner13R","W23_uh",3045,"W23","W23_H","DROPS",2.8651145427,1434.0076128704,216.8081221275,72.6918420906,82.7959414455,185.7172466339,225.5533597055,96.560662751,"CrossValidation"
"Ner13R","Mo17_inra",3046,"Mo17","Mo17_H","DROPS",3.2306245279,1039.6979834436,341.2643175584,76.1819804937,86.4529990492,180.8222319159,226.7175758805,103.5223134601,"CrossValidation"
"Ner13R","W9_inra",3047,"W9","W9_H","DROPS",1.8635414347,968.7164749937,238.5704480215,68.5287449728,81.8790968969,187.6169911098,225.7240908491,91.5755989278,"CrossValidation"
"Ner13R","F7025_inra",3049,"F7025","F7025_H","DROPS",2.499017688,1046.1587343417,273.1641828796,71.0045787687,82.5431245228,174.2631694298,215.6611489427,88.2737757963,"CrossValidation"
"Ner13R","CO109_inra",3050,"CO109","CO109_H","DROPS",3.4319609639,1430.3717649409,255.8847122706,64.0614969638,73.686166386,178.4705324302,216.8397045213,91.7454364056,"CrossValidation"
"Ner13R","PHG83_usda",3051,"PHG83","PHG83_H","DROPS",5.5530486804,2130.4197145562,302.9006323363,73.6745744224,79.0404410604,179.1662301144,222.748482226,99.2292926553,"CrossValidation"
"Ner13R","N25_inra",3052,"N25","N25_H","DROPS",2.8137881313,1168.6251078245,289.3105525786,79.2199668953,91.083148366,182.111974132,226.7300143719,100.9079947498,"CrossValidation"
"Ner13R","B107_inra",3053,"B107","B107_H","DROPS",5.2480043551,2024.1855814729,288.1947772859,74.7677130359,79.5146497208,177.2314946345,218.0015164153,100.4596239705,"CrossValidation"
"Ner13R","F748_inra",3054,"F748","F748_H","DROPS",3.9214660976,1761.528605812,266.1102132666,76.5761686849,82.1968420857,174.3817630586,221.3949730031,95.9334281505,"CrossValidation"
"Ner13R","PHG86_usda",3055,"PHG86","PHG86_H","DROPS",3.6537809854,1712.8940201826,253.4329036465,77.6000619208,85.5244581832,182.3997207727,218.2205577956,105.9395916979,"CrossValidation"
"Ner13R","DK78371A_usda",3056,"DK78371A","DK78371A_H","DROPS",3.6028667194,1349.6795406464,304.0052838558,76.5898275827,86.3368574341,175.1572669208,220.0498603196,91.4029958834,"CrossValidation"
"Ner13R","F712_inra",3057,"F712","F712_H","DROPS",4.3104378358,1833.9846941312,260.1524316365,75.1671768196,82.4348470395,177.5848602976,215.2596561537,98.4497581105,"CrossValidation"
"Ner13R","HMV5325_Martonvasar",3058,"HMV5325","HMV5325_H","DROPS",4.2243672511,1797.8552264433,263.7694172859,72.9967452934,79.2741246705,191.1919066581,236.2606441144,95.6675598264,"CrossValidation"
"Ner13R","B113_uh",3059,"B113","B113_H","DROPS",3.5583009214,1794.8038528537,248.0168976152,75.4456774829,86.3087921495,165.8487658004,210.7660646696,83.1665261457,"CrossValidation"
"Ner13R","LH145_usda",3060,"LH145","LH145_H","DROPS",3.3185655497,1309.6414938383,274.830341694,72.7116505763,78.0622197615,165.8512414693,204.8088088655,87.748921711,"CrossValidation"
"Ner13R","PB98TR_inra",3061,"PB98TR","PB98TR_H","DROPS",2.9659512447,1284.852645532,262.1044071498,76.2363136828,87.3947335052,181.3714372352,218.3073537285,105.2756554599,"CrossValidation"
"Ner13R","PB116_inra",3062,"PB116","PB116_H","DROPS",3.7927409068,1672.4962680868,245.789520677,75.0660212706,78.8543612245,170.1714740177,205.662975685,92.9008910756,"CrossValidation"
"Ner13R","W602S_uh",3063,"W602S","W602S_H","DROPS",3.4685583017,1378.4091221723,268.9643747975,72.76067423,87.7611117008,167.6364458393,198.5693111274,89.6048450729,"CrossValidation"
"Ner13R","N6_inra",3064,"N6","N6_H","DROPS",3.9095856946,1708.9376338057,272.8962688823,73.6234123256,82.6297054905,168.6395538803,209.9825331572,83.4819350825,"CrossValidation"
"Ner13R","F918_inra",3065,"F918","F918_H","DROPS",3.7309260672,1521.0331567365,297.8605556398,73.4117272603,84.7376860644,186.1405254663,232.8709526363,104.590292003,"CrossValidation"
"Ner13R","B106_inra",3066,"B106","B106_H","DROPS",3.9758919616,1700.3890286308,266.211085003,76.4942468745,85.1996262789,181.1927050121,222.5581069763,102.85710991,"CrossValidation"
"Ner13R","AS5707_usda",3067,"AS5707","AS5707_H","DROPS",4.6079789267,2006.1491130602,276.7704954482,77.692568047,88.2477190206,187.4753745589,233.6880510601,106.2795157698,"CrossValidation"
"Ner13R","Lp5_usda",3069,"Lp5","Lp5_H","DROPS",3.0591056126,1437.1227572739,254.8933370135,70.023992486,77.5883084768,172.4069670782,212.1332493683,96.2278078312,"CrossValidation"
"Ner13R","EM1163_inra",3070,"EA1163","EA1163_H","DROPS",1.9496417013,971.7765608482,229.2018029701,65.9993465658,76.6705044071,180.9479870153,222.8623648382,87.9662555641,"CrossValidation"
"Ner13R","LH82_inra",3072,"LH82","LH82_H","DROPS",3.8312357978,1584.6958300873,280.885054899,71.4504578535,74.7940894985,166.5037224832,199.7674528129,85.2016403737,"CrossValidation"
"Ner13R","B108_uh",3074,"B108","B108_H","DROPS",4.0238814711,1704.4931889518,271.2878264369,75.4938551,80.4405280927,186.1722069603,224.6883913729,100.9449120946,"CrossValidation"
"Ner13R","UH_P128_uh",3075,"UH_P128","UH_P128_H","DROPS",3.5125481491,1344.4899248539,291.9525562054,67.7625022383,77.8646995266,176.1480628335,219.7915554546,92.3971527655,"CrossValidation"
"Ner13R","EP51_csic",3076,"EP51","EP51_H","DROPS",3.6324483311,1618.500503441,254.683650779,67.823788115,79.039833313,158.2675204693,201.3827105057,85.5956707986,"CrossValidation"
"Ner13R","PHH93_usda",3077,"PHH93","PHH93_H","DROPS",4.6885781369,1822.096025566,286.9923065543,70.9278879638,76.4929893461,183.0969115806,229.3201247141,87.4279574956,"CrossValidation"
"Ner13R","EP55_csic",3078,"EP55","EP55_H","DROPS",4.0369305123,1825.2585589938,248.4125324521,71.7793175188,78.1335027127,178.9314926472,214.3032047885,104.7152789245,"CrossValidation"
"Ner13R","B98_uh",3079,"B98","B98_H","DROPS",3.2381461903,1601.6429323596,250.1405260742,75.9473112585,89.2468001591,178.8361522253,218.9504530714,95.8047518451,"CrossValidation"
"Ner13R","ML606_usda",3080,"ML606","ML606_H","DROPS",4.1041596009,1774.2562425959,263.7721189379,72.8082279599,81.1038539853,180.1146664574,216.601499501,91.7037877296,"CrossValidation"
"Ner13R","DKFBHJ_usda",3081,"DKFBHJ","DKFBHJ_H","DROPS",2.712889966,1130.9690391563,268.8961993486,72.6840711562,79.3636206263,178.2405808895,216.0979677135,77.9892545945,"CrossValidation"
"Ner13R","PHG47_usda",3082,"PHG47","PHG47_H","DROPS",3.7881398849,1458.9237528587,290.9525570678,71.4041039351,77.0695022836,168.1246778289,212.3020113028,85.8447214365,"CrossValidation"
"Ner13R","PHB09_usda",3083,"PHB09","PHB09_H","DROPS",3.4020768737,1338.237919946,290.2686327242,73.7464463489,79.121135112,173.041393407,213.6227830419,92.0160629754,"CrossValidation"
"Ner13R","F98902_inra",3084,"F98902","F98902_H","DROPS",3.8128115985,1671.6275000431,263.8154922927,74.3097080115,78.864599453,181.7562931564,226.4271515098,110.0412720738,"CrossValidation"
"Ner13R","B37_inra",3085,"B37","B37_H","DROPS",3.9429541808,1672.8133232342,286.4815660445,77.2195255702,85.4456326953,176.0928933207,216.1683441235,93.2996582962,"CrossValidation"
"Ner13R","FV353_inra",3086,"F353","F353_H","DROPS",3.9525281695,1554.7164699923,276.2164843037,68.5680822838,73.5889856629,185.7364062631,230.5127607558,93.4354345198,"CrossValidation"
"Ner13R","EC136_ciam",3087,"EC136","EC136_H","DROPS",1.4898155354,632.1162705944,259.7754739259,63.4088259052,78.729897787,173.6878592214,219.0398512782,96.3217385785,"CrossValidation"
"Ner13R","W95115_inra",3088,"W95115","W95115_H","DROPS",3.0082577619,1270.4798156912,261.554651672,69.168352688,80.652860251,164.0015186627,210.72251255,86.9794658671,"CrossValidation"
"Ner13R","Pa91_inra",3089,"Pa91","Pa91_H","DROPS",4.1662965987,1701.9708262573,291.3886589387,77.2199034139,87.8398651005,169.4084262717,218.4918316993,95.2039348798,"CrossValidation"
"Ner13R","EA3076_csic",3090,"EA3076","EA3076_H","DROPS",3.3482653554,1446.0261913648,273.6120958117,73.0261182168,84.6358776125,162.28976683,201.9281710775,90.6843361928,"CrossValidation"
"Ner13R","PHK76_usda",3091,"PHK76","PHK76_H","DROPS",4.286083253,1810.1470576533,280.8304570173,73.6969705813,75.8127183867,174.7189669323,214.2661952453,91.2561298542,"CrossValidation"
"Ner13R","EP10_csic",3092,"EP10","EP10_H","DROPS",2.448050064,1037.7945934051,271.9827455041,71.2723345057,79.4267711406,159.8223818152,201.2748039012,84.8000499217,"CrossValidation"
"Ner13R","NDB8_inra",3094,"NDB8","NDB8_H","DROPS",2.2581555759,981.2880082253,260.7893941357,68.8838853537,74.7641200157,163.5521000188,198.7307744823,99.817953856,"CrossValidation"
"Ner13R","MS71_uh",3096,"MS71","MS71_H","DROPS",4.5102993506,1961.7167130584,270.2913190132,74.0079407456,78.8043102624,175.4965493447,212.7143719309,92.6068221575,"CrossValidation"
"Ner13R","DK4676A_usda",3097,"DK4676A","DK4676A_H","DROPS",2.7895608328,1050.4025419315,306.6210331499,70.4645632722,75.8943673719,171.3230452717,206.8719685232,81.3609877116,"CrossValidation"
"Ner13R","EP29_csic",3098,"EP29","EP29_H","DROPS",3.0683587244,1387.1298960965,248.7976905566,70.7258234982,80.7414210765,168.0560773997,211.9616228706,95.1600961784,"CrossValidation"
"Ner13R","NC358_uh",3099,"NC358","NC358_H","DROPS",3.9203896479,2372.6674980796,210.7569380032,78.3678723458,90.6291570768,178.7964190014,217.3712198698,98.3086685043,"CrossValidation"
"Ner13R","LH93_usda",3100,"LH93","LH93_H","DROPS",5.6312169507,2466.8080327625,265.1998175047,77.1917891502,86.3870003219,168.6354482939,209.130731077,98.3230925634,"CrossValidation"
"Ner13R","11430_usda",3101,"11430","11430_H","DROPS",2.8877070575,1174.1839226003,266.7547548202,68.2203337468,79.5213254556,164.3342310455,209.4534095208,77.3984037544,"CrossValidation"
"Ner13R","A3_inra",3102,"A3","A3_H","DROPS",3.774088258,1716.4417150194,250.8076817542,70.9318843442,82.2389098618,162.5664294891,207.8730980921,92.3992395674,"CrossValidation"
"Ner13R","A375_inra",3103,"A375","A375_H","DROPS",4.185523014,1844.6127333991,266.9046403432,72.2328806113,77.4972427744,173.6006626986,207.1639180709,96.7611123237,"CrossValidation"
"Ner13R","B109_uh",3104,"B109","B109_H","DROPS",3.1095611426,1355.7597954658,272.8401516672,73.2508701389,80.053428518,178.0144266934,219.8778388359,91.5431571592,"CrossValidation"
"Ner13R","B110_uh",3105,"B110","B110_H","DROPS",4.1254142613,1776.4137615858,290.0641598859,77.1122516469,84.4156360686,166.2125595528,205.8964992821,94.17700047,"CrossValidation"
"Ner13R","C103_inra",3106,"C103","C103_H","DROPS",3.7406314722,1449.2537507413,305.3172294696,78.948844508,91.3698793674,182.684083372,227.6419636768,99.5166699409,"CrossValidation"
"Ner13R","CR1Ht_usda",3107,"CR1Ht","CR1Ht_H","DROPS",3.7203975202,1374.6160561498,295.5688221721,69.1912470817,73.8562531311,179.9134074,223.9641744704,87.0331539957,"CrossValidation"
"Ner13R","D09_uh",3108,"D09","D09_H","DROPS",2.3742883533,1123.4193224713,240.0391897282,65.9970107039,73.8081059618,178.3997303457,217.7826494453,90.8258508396,"CrossValidation"
"Ner13R","DE811_inra",3109,"DE811","DE811_H","DROPS",4.5261956519,1951.1324602427,265.6220797178,76.9954367266,86.7964879223,175.9406015126,225.4952713266,98.2661411957,"CrossValidation"
"Ner13R","DK78010_usda",3110,"DK78010","DK78010_H","DROPS",4.3766620138,1743.0207389754,285.5696388359,73.3451080619,78.119892322,171.3054127581,207.5635896155,103.9433569344,"CrossValidation"
"Ner13R","DKFAPW_usda",3111,"DKFAPW","DKFAPW_H","DROPS",3.6332719104,1548.2015866086,274.2484120414,72.1453958493,78.559744797,174.429376331,210.5136038441,88.0515102191,"CrossValidation"
"Ner13R","DKIBO2_usda",3112,"DKIBO2","DKIBO2_H","DROPS",3.6876163139,1534.1260247334,272.088236496,64.8873008038,72.6274235622,181.3569477841,231.0569429322,96.1293277599,"CrossValidation"
"Ner13R","DKMBST_usda",3113,"DKMBST","DKMBST_H","DROPS",5.1714486494,2169.4332111732,281.0735662575,76.4787439833,85.9412719847,171.8972751171,208.5812773878,82.4311112082,"CrossValidation"
"Ner13R","EC140_ciam",3114,"EC140","EC140_H","DROPS",3.609041621,1655.9621749064,260.6948893878,71.2353223863,80.6354802867,168.1236878399,216.2590892175,93.866601618,"CrossValidation"
"Ner13R","EC151_ciam",3115,"EC151","EC151_H","DROPS",5.2076770277,2347.0397996286,262.1358104458,73.9805182743,78.8341076141,154.9784127241,194.2871102444,88.7157403938,"CrossValidation"
"Ner13R","EC169_ciam",3116,"EC169","EC169_H","DROPS",3.0445947037,1432.7445642399,236.7875596215,66.4077801819,74.1172016916,166.546306386,215.3436597947,82.2081705749,"CrossValidation"
"Ner13R","EC175_ciam",3117,"EC175","EC175_H","DROPS",2.666460236,1119.5000230652,256.0894364425,69.5460608002,86.3063231142,178.7403219048,222.2656406381,99.9043827963,"CrossValidation"
"Ner13R","EC242C_ciam",3118,"EC242C","EC242C_H","DROPS",4.4778138797,1750.9324928032,282.7660071506,66.0040538094,71.8175232619,183.5867474316,225.0095685696,89.178899811,"CrossValidation"
"Ner13R","EC334_ciam",3119,"EC334","EC334_H","DROPS",3.4345288004,1441.4162962718,275.370834425,74.686587349,84.3529938008,158.6544153866,195.3211814077,73.9577881288,"CrossValidation"
"Ner13R","EM1027_inra",3120,"EA1027","EA1027_H","DROPS",3.2113823341,1178.3151183987,301.2962512844,74.2161029998,83.0999642252,176.598138407,226.9679701528,101.4717161186,"CrossValidation"
"Ner13R","EP2008-22_csic",3121,"EP2008-22","EP2008-22_H","DROPS",3.6888924231,1253.1180335895,337.1555193544,72.3879017042,81.7250929185,163.9553041002,198.5626610866,77.1018372695,"CrossValidation"
"Ner13R","EP67_csic",3122,"EP67","EP67_H","DROPS",3.4646468246,1547.8689352387,261.1922393484,69.9273686495,77.5236491652,164.8551240796,199.7523310139,90.7134387035,"CrossValidation"
"Ner13R","EP72_csic",3123,"EP72","EP72_H","DROPS",2.8390093692,1506.3595268479,206.1027244588,74.9806894804,86.4878171115,159.5787838136,196.3635994634,93.4451897589,"CrossValidation"
"Ner13R","EP77_csic",3124,"EP77","EP77_H","DROPS",1.7008550084,932.0353135903,227.9320501781,69.7302537633,82.5174121973,183.226701625,221.4782934263,96.4166594898,"CrossValidation"
"Ner13R","EZ18_csic",3125,"EZ18","EZ18_H","DROPS",3.2825663593,1490.3317624258,256.6941474137,83.4747386034,90.8904744792,168.6937489147,211.482458857,86.7818484198,"CrossValidation"
"Ner13R","EZ31_csic",3126,"EZ31","EZ31_H","DROPS",2.6316136032,1093.915105815,273.0356836786,74.9273200392,84.7456881946,177.110159182,216.9447090012,100.17691415,"CrossValidation"
"Ner13R","EZ35_csic",3127,"EZ35","EZ35_H","DROPS",4.1595593372,1755.1569759337,261.0827993511,75.258275911,82.6514344364,167.5128710378,214.4103043666,95.5846968504,"CrossValidation"
"Ner13R","EZ36_csic",3128,"EZ36","EZ36_H","DROPS",5.5079889952,2345.6057229098,264.0910937746,75.6088668639,82.326574534,180.6269358126,219.7117740389,98.3577377703,"CrossValidation"
"Ner13R","EZ38_csic",3129,"EZ38","EZ38_H","DROPS",4.0822494398,1672.8034610192,289.4728139934,76.139904142,85.4772701184,179.9565173648,221.3721341129,108.0671499822,"CrossValidation"
"Ner13R","EZ42_csic",3130,"EZ42","EZ42_H","DROPS",5.0724642162,2065.5886024271,291.1172675382,72.6094870185,81.0336252831,176.6779438521,217.8685604539,92.84800722,"CrossValidation"
"Ner13R","W153R_usa",3131,"W153R","W153R_H","DROPS",4.1174480749,1691.8126311504,284.1473288081,73.5632803445,79.664831927,184.3447276854,224.3526847351,101.9626684779,"CrossValidation"
"Ner13R","EZ48_csic",3132,"EZ48","EZ48_H","DROPS",3.8942225746,1835.0649280495,263.5870324315,81.3002137782,90.8700159117,176.4700432905,214.5163338939,99.3574839253,"CrossValidation"
"Ner13R","F04401_inra",3134,"F04401","F04401_H","DROPS",4.5182591144,1555.5451386898,313.6157222913,69.8955466837,75.2578155276,174.1617913887,214.4356651236,98.6760687352,"CrossValidation"
"Ner13R","F04402_inra",3135,"F04402","F04402_H","DROPS",4.3390098209,1633.481492922,309.477056327,70.4720468304,76.6563394628,183.797086759,223.2350283022,92.5994765949,"CrossValidation"
"Ner13R","F04701_inra",3136,"F04701","F04701_H","DROPS",3.8152479484,1421.2865928478,302.2457475877,74.9687754917,83.4517495756,175.4992847558,224.0139323625,94.4510048671,"CrossValidation"
"Ner13R","F04702_inra",3137,"F04702","F04702_H","DROPS",3.406485598,1238.2648407615,302.9001934875,74.4960306616,83.2713451275,179.8455666625,215.2418053528,87.4727719671,"CrossValidation"
